Fhl1,1
Nexn,1
Fzd7,1
Tns4,1
D130007C19Rik,1
Nabp1,1
Tpm2,1
Pstpip2,1
Meis3,1
Atxn1l,1
Pabpc1l,1
Fam46b,1
Rbms1,1
Ikzf4,1
Efcab2,1
Igsf6,1
Agpat4,1
Baiap2l1,1
Irs2,1
Myb,1
Gm26813,1
Gm12846,1
Kbtbd13,1
Rtl1,1
Armcx3,1
Vgf,1
Rapgef5,1
Man1a,1
H2-Q6,1
Chst14,1
Steap1,1
Afap1l2,1
Ier3,1
Platr22,1
Spry1,1
Cthrc1,1
Nudt11,1
Dusp22,1
Fam102b,1
Foxp1,1
Gm14817,1
Bicdl2,1
Rit1,1
Plaur,1
Halr1,1
Clic6,1
Gm26762,1
Gm13056,1
Pak3,1
Cldn7,1
Clca4a,1
Cdkn1c,1
Gm16439,1
Gm15261,1
Mest,1
Dnajc22,1
Rasl11a,1
Crim1,1
Efemp1,1
Plvap,1
Prnp,1
Slc2a1,1
Myc,1
Lrp2,1
Ctdspl,1
Synj2,1
Sh3bgrl,1
Cep83os,1
Col4a6,1
Ccdc85a,1
Pdgfb,1
Gpr173,1
F2r,1
Selenop,1
Prrg4,1
Col18a1,1
Cdx4,1
Samd4,1
Lgals1,1
Dusp6,1
Lhfp,1
Lag3,1
Gng13,1
Gm10406,1
Exoc3l4,1
Id1,1
Ttc16,1
Ebf4,1
Phlda1,1
Adam8,1
Slpi,1
Arhgef40,1
Epha7,1
Cdk14,1
Stmn4,1
Bbs10,1
Sft2d2,1
Pkp2,1
Bmf,1
B130034C11Rik,1
Gm11814,1
Trim46,1
Igfbp4,1
1700093K21Rik,1
Elavl3,1
Rassf8,1
Bnip3,1
Rin3,1
Plekhb1,1
2200002D01Rik,1
Zfp125,1
1190005I06Rik,1
Parp8,1
Ms4a4d,1
Plcxd2,1
Cd300a,1
Cacng7,1
Slc7a11,1
S100a3,1
Clu,1
Rab27a,1
Ddr1,1
Unc45b,1
Tmem88,1
Fitm1,1
Bag2,1
Lypd2,1
1500009L16Rik,1
Ecscr,1
Lpar2,1
Icosl,1
Grhl2,1
Gm3453,1
Sult4a1,1
Rgs17,1
Fam228b,1
Nfkb1,1
Lrrk1,1
Phlda2,1
Gng3,1
Car2,1
Pdlim7,1
Spin2c,1
Vasn,1
Egfros,1
B230216N24Rik,1
Gm26670,1
Pla2g12a,1
Insm1,1
Fsip1,1
Pdk1,1
Airn,1
Gfod1,1
Gast,1
Marveld3,1
Ttyh3,1
Fam57b,1
Usp25,1
E030044B06Rik,1
Fgf17,1
Selenoi,1
Nrk,1
Cox4i2,1
Col8a2,1
Serp2,1
Igfbp3,1
Gm15428,1
Phldb1,1
Evpl,1
Gm16630,1
Tnfaip2,1
Mttp,1
Gm12987,1
Hacd4,1
Pkdcc,1
Sfn,1
Rflnb,1
Col7a1,1
Zfp697,1
Map3k6,1
Tspan9,1
Gm3468,1
Actg-ps1,1
Prss8,1
6330403N20Rik,1
Ap1s3,1
Lats2,1
Rnf128,1
Shroom4,1
Evc,1
Mdfi,1
Clcn5,1
Tppp3,1
Maff,1
Ak3,1
Zglp1,1
Soat1,1
Rhoc,1
Steap3,1
Fignl2,1
Stap2,1
Tuba1a,1
Nptxr,1
Specc1,1
Mctp2,1
Creb3l1,1
Prdx6b,1
Slc7a7,1
Gm16103,1
Fam114a1,1
Tspan7,1
Pianp,1
Gm15867,1
Shc2,1
Fam129b,1
Dok2,1
Nog,1
Satb1,1
Gm11470,1
Gm4735,1
Fam89a,1
Pmaip1,1
Tmem2,1
Nr4a2,1
Serpinh1,1
Gm6517,1
Klf7,1
Calca,1
Klrb1c,1
2610042L04Rik,1
Gm5537,1
Gm12213,1
Rsph3a,1
Nov,1
Pi4k2b,1
Ptgds,1
Prdx6-ps2,1
Dapk1,1
Lamb1,1
Lmo4,1
Pcdh1,1
Itga11,1
Hsbp1l1,1
Wnt2b,1
Slc23a1,1
Gbe1,1
Bex1,1
Noct,1
1700016C15Rik,1
Id2,1
Gm9115,1
Tubb6,1
Gm26603,1
Plch2,1
Dab2,1
Gm23787,1
Gm14857,1
Vaultrc5,1
Gm13642,1
Porcn,1
Inf2,1
Gm10482,1
Peg3,1
Gpc4,1
Rhou,1
Ptpn14,1
D630003M21Rik,1
Gm5389,1
Kbtbd7,1
Tcf15,1
Pcsk4,1
Gm3636,1
Wls,1
Gm2237,1
Gc,1
D930048G16Rik,1
Cib2,1
Nudt16,1
Dubr,1
Lrrc61,1
Dlg4,1
Clip3,1
Fbxo2,1
Cyr61,1
Mical2,1
Gm13416,1
Dnmt3a,1
2900041M22Rik,1
Gm5796,1
Gm13368,1
Cd276,1
Neurl1a,1
Gm11110,1
Papss2,1
Camk2d,1
Gng2,1
Ssbp3,1
Gm26562,1
Krt17,1
Capn2,1
Cd24a,1
Gm17366,1
Sorbs3,1
Fam184a,1
Slc16a3,1
Pcgf5,1
Sfrp2,1
Timp3,1
Tceal1,1
Gm9918,1
Pard6b,1
Pla2r1,1
Bmp8a,1
Dapp1,1
Gm12540,1
Spn,1
Amotl2,1
Enox1,1
Nbea,1
Hist3h2a,1
Jade2,1
Mkrn1-ps1,1
Arhgef4,1
Dysf,1
Nr6a1,1
Hif3a,1
Cacng6,1
Cgnl1,1
Sfmbt2,1
Card10,1
Sprr2a2,1
Mnd1-ps,1
Irf6,1
Map7d1,1
Cttnbp2nl,1
Hbegf,1
Esx1,1
Cul9,1
Mapk11,1
Gm8399,1
Gm12003,1
Ifngr1,1
Gng11,1
Zdbf2,1
Snord107,1
2010300F17Rik,1
Celf6,1
Eno3,1
Ldha-ps2,1
Gm38393,1
Gm13365,1
Gm12653,1
Aldoart2,1
Arhgef10,1
Ndufa4l2,1
Jun,1
5730559C18Rik,1
Prdx6,1
6330562C20Rik,1
Vill,1
Gm8659,1
Adamts6,1
Pclaf,1
Nt5dc2,1
Gm5388,1
Dsp,1
Tmem37,1
Cln6,1
Aif1,1
Mmp25,1
1810063I02Rik,1
Zfp185,1
Serinc2,1
Prelid3a,1
F830208F22Rik,1
Hnf1aos1,1
Ccdc158,1
Hebp2,1
Smarca1,1
Spred1,1
Tceal9,1
Nox4,1
Emp3,1
Gchfr,1
Gm14538,1
Chrna7,1
Pabpc4l,1
App,1
Epcam,1
Gm8330,1
Kif26a,1
Gngt2,1
Adk,1
Arhgef28,1
Bmp4,1
Eid2b,1
Gm12164,1
Plpp2,1
Vnn1,1
Gm13339,1
Gm5093,1
Rnf103,1
Otub2,1
Gm6977,1
Cyyr1,1
Gm6065,1
Tmx4,1
Fabp5l2,1
Ppp3cc,1
Sowahb,1
Flna,1
Tmem29,1
Mapkapk2,1
Gm6043,1
Gm15974,1
Rpl5-ps2,1
Gulp1,1
Rhd,1
Zfp36,1
Gm15766,1
Ube2e2,1
DQ267102,1
Ppp1r13l,1
Gm25032,1
Tnfsf9,1
Lrrc47,1
Gm6498,1
Gm3411,1
Gm15467,1
Slc16a13,1
Anxa5,1
Gm26737,1
Zfp365,1
Stk26,1
Slc25a5-ps,1
Kcnn4,1
Abracl,1
Rhobtb3,1
Ftl1-ps2,1
Gm7278,1
A2ml1,1
Lpar6,1
Kndc1,1
Gm12192,1
Gm5787,1
Gm5278,1
Arrdc4,1
Aire,1
Gm13685,1
Inpp5f,1
Fam109b,1
Crabp2,1
Gm16459,1
Mapk12,1
Ppfibp1,1
Gm22566,1
Klf6,1
Mpdz,1
Flywch2,1
Gm15779,1
E330009J07Rik,1
Gm9009,1
Skil,1
Marcks,1
Ltbp1,1
Fign,1
Ap1m2,1
Timm21,1
Mfsd4a,1
Fam162b,1
S100a10,1
Gm3810,1
Arhgap4,1
Syt11,1
Mapk4,1
Gm26641,1
Limd2,1
Prps2,1
Gata3,1
2010204K13Rik,1
Cpd,1
Gm11953,1
Narf,1
Eid1,1
Tmcc3,1
Gm12096,1
Map3k15,1
Tor3a,1
Rpl27-ps2,1
1600029O15Rik,1
Pomt2,1
Gm10313,1
Gm12988,1
Gm6263,1
Gm23375,1
Spata45,1
Wnt9a,1
9930012K11Rik,1
4921504A21Rik,1
Arnt2,1
Gm16379,1
Slc16a11,1
Gm6981,1
Gm5523,1
Gm22738,1
Aph1b,1
Hspe1-ps3,1
Sh3pxd2a,1
Gm9061,1
Asphd1,1
Ankrd50,1
Traf4,1
Myo5a,1
Gm25381,1
Gm7507,1
Yaf2,1
Glipr2,1
Gpc3,1
Nlrc3,1
Lmna,1
Ecm1,1
Coro1a,1
Rassf3,1
Gpsm1,1
Rps6ka6,1
Slc25a40,1
Gm14928,1
Trim44,1
Gm7289,1
C730034F03Rik,1
Gm8565,1
Rnd1,1
Rtn1,1
Egln1,1
BC106179,1
Utf1,1
Rlim,1
Pfkl,1
AI661453,1
Gm13198,1
Nudt7,1
Sct,1
Rims4,1
Eno1,1
Gm5883,1
Gm15707,1
Unc5b,1
Gm5558,1
Rab31,1
Gm5069,1
Tpm4,1
Pam,1
Ripply3,1
Arhgap33,1
Gm2445,1
Vwa1,1
Gstt2,1
Adam9,1
Cpne8,1
Pim2,1
Gls,1
Gm6316,1
Egfr,1
Nkrf,1
Hspg2,1
Rras2,1
Slco4a1,1
Tnfrsf12a,1
Gm13199,1
Gm47854,1
Gm16265,1
Gli3,1
Prss41,1
Itga3,1
Gm8318,1
Nav2,1
Mnd1,1
Cmtm8,1
Enho,1
Arap3,1
Gm15720,1
Gm43213,1
Fam220a,1
Gm8522,1
mt-Tq,1
Gm11485,1
2900026A02Rik,1
Lrrc1,1
Gm15773,1
Fzd2,1
Aldoart1,1
Bcl2l11,1
Gm5529,1
Bmt2,1
Sned1,1
Gm5160,1
Pxt1,1
Sema6a,1
Gm12722,1
Tmem198b,1
Tcp1-ps1,1
Lmod1,1
Pfkfb3,1
Gm4217,1
Pdzd2,1
Tmem63b,1
Gfpt2,1
Nup62cl,1
Gm13379,1
Pgk1-rs7,1
Dusp3,1
Odc1,1
Loxl2,1
Gm2383,1
Emb,1
Nrep,1
Lgals3,1
Pdlim3,1
Sytl1,1
Gm12020,1
Gm26004,1
Gm4691,1
Gm2974,1
Crat,1
Fgfbp1,1
Dnajb4,1
Gm15590,1
Micu2,1
Bhlhe40,1
Crmp1,1
Gm9522,1
Gm12186,1
Stag2,1
Serf1,1
Gm15191,1
Dstn,1
Gm13313,1
Gm12504,1
Gm3558,1
Actg2,1
Gm7665,1
Trib1,1
Gm6884,1
Gm2986,1
Gm27023,1
Sh3bgr,1
Cdk17,1
Gm13602,1
Gm14016,1
Zfp251,1
Gm10327,1
Samd15,1
Prickle1,1
Gm14056,1
Spaca6,1
Gm2897,1
Gm13904,1
Tmod2,1
Ahi1,1
Gm17138,1
Jag2,1
Igf1r,1
Klhl13,1
Atp8b3,1
Gstk1,1
Hunk,1
Rarg,1
Snn,1
Rplp0-ps1,1
Gm6322,1
Lmln,1
Ptprf,1
Esrp2,1
2310022B05Rik,1
Tdg-ps,1
Gm4335,1
Myh10,1
Gm15599,1
Gm11185,1
Camk2a,1
Gm14107,1
Gm16030,1
Arl5c,1
Gm7985,1
Edem1,1
Mdk-ps1,1
Srxn1,1
Smad5,1
Bbc3,1
Gm6368,1
Flnb,1
Gm11646,1
Zfp423,1
Gm11400,1
Mmp14,1
Ldha,1
Gm6944,1
Mid1ip1,1
Ripk4,1
Gm8752,1
Nmbr,1
Gm2546,1
Gm15965,1
Gm9938,1
Gm13341,1
Gm13668,1
Mir22hg,1
Pnp2,1
Gm13986,1
Gm5778,1
Gm13500,1
Gm11349,1
Gm5582,1
Gm13315,1
Csrnp3,1
Pdpn,1
Gm13719,1
Mgst1,1
Cyfip2,1
Bves,1
Itgb1,1
Prrg3,1
Gm8199,1
Gm13549,1
Adgrl2,1
Iffo2,1
Selenon,1
Dtd1,1
Gm8814,1
Gm17214,1
Gm12009,1
Mex3c,1
Crb3,1
Fam83g,1
Ipo13,1
Limd1,1
Hnrnpa1l2-ps2,1
Myh9,1
Eno1b,1
Gm4518,1
Pex2,1
Slc16a10,1
Pard6g,1
Mir28a,1
Dag1,1
Lix1,1
Cyth3,1
Jpx,1
Nudt5,1
Slc2a3,1
Ttc21b,1
Gm14491,1
Hist4h4,1
Gm12468,1
Dnah11,1
Gm7589,1
Usp35,1
Gm13007,1
Gm14130,1
Gm11625,1
Actn4,1
Gm11836,1
Fem1b,1
Pdp1,1
Tmco6,1
Gm16288,1
Zdhhc2,1
Psmb6-ps,1
Gm3839,1
Ppp2r5e,1
Gm4654,1
Osbpl3,1
Pgam1-ps1,1
Espn,1
Arhgef16,1
9330104G04Rik,1
Gm5430,1
D830030K20Rik,1
Gm21781,1
Tagln2,1
Gm5406,1
Bspry,1
Gm13464,1
Bcar1,1
Ap3m1-ps,1
Tspan12,1
Mum1l1,1
Gm12816,1
Gm13675,1
Gopc,1
Pgk1,1
Gm12057,1
Gm14008,1
Tubb4a,1
Gm14046,1
Gm8606,1
Tap1,1
Gm12245,1
Gm9164,1
Gm15495,1
Ptpn3,1
Cep170b,1
Gm12728,1
Snta1,1
Rgs16,1
Tgm1,1
Gm3739,1
Sirt5,1
Slc4a3,1
Mertk,1
Serpini1,1
Zfp664,1
Gapdh-ps14,1
Gm7481,1
Hook1,1
Wnt3,1
Gm14101,1
Gm11560,1
Gm7125,1
Ptpdc1,1
Gm12583,1
Gm14274,1
Eras,1
Gm3534,1
Iqcg,1
Ctbs,1
Gm14328,1
Gm16494,1
Rnf122,1
Gm13292,1
Zmat4,1
Atf3,1
Fah,1
Pgam1-ps2,1
Gm14513,1
Gfod2,1
Socs4,1
Rab11fip2,1
Slc43a2,1
Gm6444,1
Zfp266,1
Igfbp6,1
Gldc,1
Txnip,1
Gm8652,1
Ppm1n,1
Tceal5,1
Gm15497,1
Nenf,1
Gm26384,1
2610037D02Rik,1
Zfp334,1
Greb1,1
Ccdc112,1
Mbd6,1
Eif5al3-ps,1
Gm12715,1
Fam83b,1
Gm5501,1
Ttc32,1
Hlcs,1
Isg15,1
AW146154,1
Gm14131,1
Gm12180,1
Fam208b,1
Tbc1d22bos,1
4930447C04Rik,1
Patj,1
Cdk18,1
Dnd1,1
Jrkl,1
Afdn,1
Nfatc2,1
Endod1,1
Rny3,1
Qser1,1
Slc19a1,1
Gm13422,1
St3gal5,1
Gm12630,1
Tulp2,1
Gm15726,1
Gm2862,1
Mirg,1
mt-Nd3,1
Gm17546,1
Rps19-ps3,1
Bex3,1
Ddit4,1
Gm8894,1
Ccdc28a,1
Cdcp1,1
Gm3788,1
Il3ra,1
Grhl1,1
Gm4342,1
Gm14005,1
Msn,1
Rnf141,1
Fam162a,1
Gm11235,1
Gm14150,1
Setd7,1
Gm11572,1
Gm7909,1
Gm7334,1
Gm16016,1
Gm15294,1
Gm14148,1
Gm13237,1
Rps24-ps2,1
Gm11675,1
Gm16421,1
Rpl21-ps4,1
Ube4b,1
Phf7,1
Bbx,1
Arhgap8,1
Gm6594,1
Gm13657,1
Pnma2,1
Myl12a,1
Gm6625,1
Rilpl1,1
Rims3,1
Plppr2,1
Atl1,1
Eif1ax,1
Parp11,1
Zfp651,1
Gm13502,1
Kif21a,1
Stc2,1
Rps23-ps2,1
Gm11281,1
Pramef8,1
Gm13005,1
Tmed3,1
Gm23374,1
F2rl1,1
Kif5c,1
Gm16465,1
Rps6-ps2,1
Ncoa7,1
Gm6181,1
Asb1,1
Gm19807,1
Kremen2,1
Rps11-ps5,1
Bhlhb9,1
Gm13784,1
Fcor,1
Reep5,1
Gm13437,1
Gm13771,1
Gm15836,1
Gm12611,1
Gm8722,1
Hspa5,1
Hist1h4n,1
Gm3252,1
Gm14138,1
Mif-ps3,1
Usp6nl,1
Gm11224,1
Gm12497,1
Shroom2,1
Gm10284,1
Gm13676,1
Zfhx4,1
Gm13488,1
Csnk1g2,1
Mt3,1
Gm26876,1
Trim54,1
Gm8349,1
Gm12854,1
Pla2g1b,1
Syce3,1
Pcsk1n,1
Gm13772,1
Drc3,1
Gm12416,1
Gm14650,1
Lamp3,1
Platr21,1
Gm14111,1
Gm13176,1
Mkrn1,1
Traf3,1
2810403D21Rik,1
Gm10087,1
Gm17354,1
Gm5822,1
Mfap5,1
Gm17228,1
Gm24276,1
Cep76,1
Ldha-ps,1
Gm3667,1
Gm16589,1
Nek6,1
Mgat4b,1
B830012L14Rik,1
Rnase4,1
Gm6153,1
Mapk3,1
Gm20796,1
Snai3,1
Map3k3,1
Rragb,1
BC048507,1
Gm11307,1
Pik3cd,1
Gm20620,1
Acsl4,1
Gm7091,1
Gm12643,1
Gm5697,1
Cct3-ps1,1
Rab3d,1
Pcdh15,1
Cited1,1
Lrrk2,1
Palm,1
Mapkapk3,1
Gm3373,1
Gm12460,1
Dpp9,1
Lipa,1
Ryk,1
Naa30,1
Rpl34-ps2,1
Rpl10-ps2,1
Gm12848,1
Ldlrad3,1
Gm15484,1
Arf2,1
Rps19-ps7,1
Arxes2,1
Sptb,1
Slc25a43,1
Ssx2ip,1
Gm15796,1
Gm16373,1
Snord64,1
Rhod,1
Gm5045,1
Gtpbp2,1
1110032A03Rik,1
Gm5345,1
Rnf11,1
Gm16210,1
Gm10169,1
G6pd2,1
Cks1brt,1
E130309D02Rik,1
Gm5620,1
Irak1bp1,1
Gm15659,1
Gm12834,1
Fgd5,1
Ndrg2,1
Gskip,1
Gm6382,1
Ddx4,1
Gm15550,1
Fstl1,1
Spock2,1
Gm13532,1
Aldh9a1,1
Abat,1
Adcy7,1
Gm15516,1
Gmfb,1
Gm13787,1
Fam171a1,1
Ifngr2,1
Gm5402,1
Rpl7l1-ps1,1
Farp1,1
Gm12857,1
Gm5976,1
Trf,1
Map3k20,1
Gm9577,1
Gm14830,1
Pbx2,1
Gm8019,1
Bmpr1a,1
Gm9143,1
Gm11877,1
Gm24859,1
Ccdc102a,1
Klhl23,1
Gm7204,1
Ankrd28,1
Gm13937,1
Fam174a,1
Frmd5,1
Fbxo16,1
Gm22751,1
Vwa5a,1
Gm16060,1
Sdc1,1
Strn3,1
Gm14639,1
Bex4,1
Egr1,1
G2e3,1
Gm14450,1
Klhl5,1
Gm4462,1
Gm10357,1
Gm12090,1
Ankrd49,1
Gm9575,1
Tro,1
Gm5643,1
Gm13679,1
Ctnnd1,1
Gm16216,1
Gm4349,1
Gm5867,1
Fbxl17,1
Laptm4b,1
Gm11263,1
Csl,1
Tusc2,1
Gm13252,1
2410080I02Rik,1
Ubr7,1
Rcan2,1
Gm26461,1
4930417O22Rik,1
Zfp36l1,1
Gm26457,1
Gm14480,1
Gm13050,1
Naprt,1
Gm12778,1
Hsp90b1,1
Stmn2,1
Gm8055,1
Gm13477,1
Enc1,1
Fbxo36,1
Mapk13,1
Arhgdib,1
Vps26b,1
6330549D23Rik,1
Gm6485,1
Spire1,1
Gm10566,1
Gm10923,1
Gm9430,1
Dyx1c1,1
Med14,1
Gnat2,1
Plxnb1,1
Zfhx3,1
Hspa9-ps1,1
Milr1,1
9230114K14Rik,1
Gm4784,1
Gm12537,1
Tmem98,1
Gm12565,1
Gm17494,1
Gm20594,1
Gm14251,1
Gm15573,1
Dedd,1
Gm16412,1
Eif3s6-ps1,1
Tmem30b,1
Platr4,1
Cited2,1
Rab25,1
Psmb10,1
Gm13743,1
Bcl9,1
1700084J12Rik,1
Rras,1
Socs3,1
Stk40,1
Rpsa-ps3,1
Tdpx-ps1,1
Gm4596,1
Xbp1,1
Mfhas1,1
Tulp4,1
Gm4575,1
Tjp1,1
Rab3gap2,1
Pctp,1
Gm12420,1
Gm11843,1
Gm11605,1
Pik3ip1,1
Gm26623,1
Gm8623,1
Kis2,1
Rccd1,1
Zfp934,1
Piezo2,1
Aldh7a1,1
Gm12094,1
Hist1h3a,1
Gm5559,1
Vsig10,1
Tpi1,1
Gm14706,1
Gpsm3,1
Mymx,1
Ube2v1,1
Gm15616,1
Rpl27-ps1,1
Amotl1,1
Usp31,1
Pdzd4,1
Clca4b,1
Pcbp3,1
Gm9755,1
Gm15483,1
Gm13935,1
Rps11-ps3,1
Gm6061,1
Gapdh-ps15,1
Epb41l2,1
1500011B03Rik,1
Wwp1,1
Parp12,1
Ociad2,1
Gm5560,1
Gm5507,1
Gm8844,1
Gm13337,1
2610002M06Rik,1
Gm8185,1
Sycp2,1
Gm12955,1
Cebpb,1
Gm12328,1
Gm5321,1
Trp53i13,1
Meioc,1
Ydjc,1
Snx24,1
Hist1h2bc,1
Gm5135,1
Mlf1,1
Gm12286,1
Serpine2,1
Rian,1
Gm13776,1
B130006D01Rik,1
Gm19705,1
Gm9790,1
Abhd17b,1
Actn1,1
Trh,1
3110045C21Rik,1
Sh3glb1,1
Map4k5,1
Gm11826,1
Gm7541,1
Snhg18,1
Gm15425,1
Gm17060,1
Sat2,1
Odf2l,1
Gm14121,1
Numbl,1
Ptpru,1
Gm12034,1
Twsg1,1
Tjp3,1
Dcaf12l1,1
Trim2,1
A330094K24Rik,1
Runx1t1,1
Msi2,1
Nr2f6,1
Gm8927,1
Pfkfb1,1
Rbm12,1
