mm10_ENSMUSG00000025961	mm10_4933402D24Rik
mm10_ENSMUSG00000044689	mm10_Gm13749
mm10_ENSMUSG00000025959	mm10_Klf7
mm10_ENSMUSG00000097272	mm10_Gm26649
mm10_ENSMUSG00000086836	mm10_Gm13748
mm10_ENSMUSG00000101895	mm10_Gm28981
mm10_ENSMUSG00000025958	mm10_Creb1
mm10_ENSMUSG00000025956	mm10_Mettl21a
mm10_ENSMUSG00000101832	mm10_Gm28982
mm10_ENSMUSG00000100437	mm10_Gm29152
mm10_ENSMUSG00000070871	mm10_Ccnyl1
mm10_ENSMUSG00000045005	mm10_Fzd5
mm10_ENSMUSG00000051344	mm10_Plekhm3
mm10_ENSMUSG00000025955	mm10_Akr1cl
mm10_ENSMUSG00000070870	mm10_Cryge
mm10_ENSMUSG00000067299	mm10_Crygd
mm10_ENSMUSG00000025952	mm10_Crygc
mm10_ENSMUSG00000073658	mm10_Crygb
mm10_ENSMUSG00000044429	mm10_Cryga
mm10_ENSMUSG00000100846	mm10_Gm28845
mm10_ENSMUSG00000044816	mm10_D630023F18Rik
mm10_ENSMUSG00000025950	mm10_Idh1
mm10_ENSMUSG00000025949	mm10_Pikfyve
mm10_ENSMUSG00000025946	mm10_Pth2r
mm10_ENSMUSG00000025945	mm10_Crygf
mm10_ENSMUSG00000015222	mm10_Map2
mm10_ENSMUSG00000073656	mm10_Gm10558
mm10_ENSMUSG00000055567	mm10_Unc80
mm10_ENSMUSG00000026005	mm10_Rpe
mm10_ENSMUSG00000026004	mm10_Kansl1l
mm10_ENSMUSG00000026003	mm10_Acadl
mm10_ENSMUSG00000061816	mm10_Myl1
mm10_ENSMUSG00000026000	mm10_Lancl1
mm10_ENSMUSG00000025991	mm10_Cps1
mm10_ENSMUSG00000086204	mm10_Gm15668
mm10_ENSMUSG00000085075	mm10_Gm15669
mm10_ENSMUSG00000087329	mm10_Gm15671
mm10_ENSMUSG00000062209	mm10_Erbb4
mm10_ENSMUSG00000099804	mm10_Gm28497
mm10_ENSMUSG00000100354	mm10_Gm29113
mm10_ENSMUSG00000101156	mm10_Gm29114
mm10_ENSMUSG00000025997	mm10_Ikzf2
mm10_ENSMUSG00000053153	mm10_Spag16
mm10_ENSMUSG00000045648	mm10_Vwc2l
mm10_ENSMUSG00000026196	mm10_Bard1
mm10_ENSMUSG00000050296	mm10_Abca12
mm10_ENSMUSG00000026192	mm10_Atic
mm10_ENSMUSG00000026193	mm10_Fn1
mm10_ENSMUSG00000073652	mm10_Apol7d
mm10_ENSMUSG00000099707	mm10_Gm8883
mm10_ENSMUSG00000101211	mm10_Gm28818
mm10_ENSMUSG00000101848	mm10_4933417E11Rik
mm10_ENSMUSG00000101764	mm10_4930556G22Rik
mm10_ENSMUSG00000102123	mm10_Gm4319
mm10_ENSMUSG00000039395	mm10_Mreg
mm10_ENSMUSG00000097131	mm10_D230017M19Rik
mm10_ENSMUSG00000026189	mm10_Pecr
mm10_ENSMUSG00000026188	mm10_Tmem169
mm10_ENSMUSG00000026187	mm10_Xrcc5
mm10_ENSMUSG00000039372	mm10_March4
mm10_ENSMUSG00000039354	mm10_Smarcal1
mm10_ENSMUSG00000039342	mm10_Ankar
mm10_ENSMUSG00000046330	mm10_Rpl37a
mm10_ENSMUSG00000039323	mm10_Igfbp2
mm10_ENSMUSG00000026185	mm10_Igfbp5
mm10_ENSMUSG00000101968	mm10_1700027A15Rik
mm10_ENSMUSG00000026182	mm10_Tnp1
mm10_ENSMUSG00000101112	mm10_Gm29185
mm10_ENSMUSG00000099877	mm10_Pinc
mm10_ENSMUSG00000101812	mm10_D530049I02Rik
mm10_ENSMUSG00000100444	mm10_C530043A13Rik
mm10_ENSMUSG00000100429	mm10_Gm29186
mm10_ENSMUSG00000100301	mm10_6030407O03Rik
mm10_ENSMUSG00000101344	mm10_Gm29183
mm10_ENSMUSG00000055322	mm10_Tns1
mm10_ENSMUSG00000061815	mm10_Rufy4
mm10_ENSMUSG00000026180	mm10_Cxcr2
mm10_ENSMUSG00000048480	mm10_Cxcr1
mm10_ENSMUSG00000006304	mm10_Arpc2
mm10_ENSMUSG00000064272	mm10_Gpbar1
mm10_ENSMUSG00000006299	mm10_Aamp
mm10_ENSMUSG00000101503	mm10_Gm28364
mm10_ENSMUSG00000026179	mm10_Pnkd
mm10_ENSMUSG00000006301	mm10_Tmbim1
mm10_ENSMUSG00000073650	mm10_Catip
mm10_ENSMUSG00000026177	mm10_Slc11a1
mm10_ENSMUSG00000026176	mm10_Ctdsp1
mm10_ENSMUSG00000026175	mm10_Vil1
mm10_ENSMUSG00000033364	mm10_Usp37
mm10_ENSMUSG00000026174	mm10_Rqcd1
mm10_ENSMUSG00000026173	mm10_Plcd4
mm10_ENSMUSG00000026135	mm10_Zfp142
mm10_ENSMUSG00000026172	mm10_Bcs1l
mm10_ENSMUSG00000026171	mm10_Rnf25
mm10_ENSMUSG00000033276	mm10_Stk36
