"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tubb6",2.12755582072154e-18,4.83061558298274,1,0.879,7.81940590789786e-14
"Gm14017",2.13642904027251e-18,2.97437989277283,1,0.931,7.85201765171355e-14
"Ppa1",2.22250227627857e-18,2.6821274978407,1,1,8.16836261600664e-14
"Ptp4a2",2.30990930663064e-18,2.2099753998801,1,1,8.48960967465959e-14
"Slc16a3",2.34609985579204e-18,4.6900200276276,0.962,0.328,8.62262079999247e-14
"Gm14794",2.40070889205191e-18,2.73137555289711,1,0.983,8.82332539095839e-14
"Gm14274",2.46537347942049e-18,3.61490985332314,0.987,0.759,9.06098714891412e-14
"Eif3e",2.49503091874781e-18,1.97908818266959,1,1,9.16998713567384e-14
"Gm14681",2.49503091874781e-18,2.26502941023945,1,1,9.16998713567384e-14
"Rpl38-ps2",2.49503091874781e-18,1.98046741720864,1,1,9.16998713567384e-14
"Zeb1",2.56338193030963e-18,-2.83159998352813,0.089,0.879,9.421197608467e-14
"Sh3bgrl",2.59810067766315e-18,5.72527661489126,0.962,0.293,9.54879942061537e-14
"Rpl31-ps16",2.69478653541186e-18,2.52348361104334,1,0.983,9.90414895359922e-14
"Pi4k2b",2.79796510074989e-18,4.91033165744861,0.975,0.466,1.02833611347861e-13
"Pfdn4",2.80050514603256e-18,2.70198386288381,1,0.983,1.02926965632135e-13
"Sec61g",2.80050514603256e-18,2.22662698062578,1,1,1.02926965632135e-13
"Gm12094",2.83343217748424e-18,3.22943520101485,0.987,0.879,1.04137132819078e-13
"Gm13676",3.01490012434007e-18,3.4661935445061,0.975,0.931,1.10806624269871e-13
"Tpm2",3.05609695333376e-18,5.99673316006137,0.937,0.31,1.12320731325876e-13
"Ssbp3",3.09672203267388e-18,4.71737885205067,1,0.828,1.13813824866863e-13
"Gm15946",3.14256771359052e-18,2.83889466066905,1,0.966,1.15498791177592e-13
"Bex3",3.14284922442879e-18,3.54614836960015,1,1,1.15509137545431e-13
"Gm13456",3.14284922442879e-18,1.8087002832057,1,1,1.15509137545431e-13
"Hnrnpa2b1",3.14284922442879e-18,2.16027321516663,1,1,1.15509137545431e-13
"Spry4",3.20884682379633e-18,13.1624966002967,0.835,0.069,1.17934747314987e-13
"Psmb6-ps",3.23346557130302e-18,3.69181172507594,0.975,0.724,1.188395601421e-13
"Gm5391",3.26590079374616e-18,2.92950974680708,1,1,1.20031651872552e-13
"Ran",3.26590079374616e-18,1.73525716437248,1,1,1.20031651872552e-13
"Gm14131",3.28040790608483e-18,3.57181574507653,0.962,0.879,1.20564831772336e-13
"Qser1",3.35748398268014e-18,3.56345535665818,1,0.845,1.23397608815443e-13
"Gm16373",3.39370656908385e-18,3.39271517333273,0.987,1,1.24728897533539e-13
"Gm11478",3.52644771422711e-18,2.02335279057486,1,1,1.29607532840989e-13
"Gm4943",3.52644771422711e-18,2.72013251968748,1,0.983,1.29607532840989e-13
"Gtf2a2",3.52644771422711e-18,2.31481727924013,1,0.983,1.29607532840989e-13
"Gm3150",3.66398527484576e-18,2.86129785886103,1,0.966,1.34662450806406e-13
"Gm10653",3.66431219787267e-18,2.75395032015942,1,1,1.34674466208414e-13
"Gm19246",3.72358512287139e-18,1.94508752658126,0.987,0.914,1.36852924020892e-13
"Gm14630",3.76351523547844e-18,3.1065217153862,0.987,0.759,1.38320475449539e-13
"Eif3s6-ps2",3.80749504543355e-18,2.36040364329261,1,0.983,1.39936865404819e-13
"Gm17511",3.80749504543355e-18,2.42700300376869,1,0.983,1.39936865404819e-13
"Gm3699",3.80749504543355e-18,2.17497021008918,1,1,1.39936865404819e-13
"Mcl1",3.80749504543355e-18,2.84071444610611,1,1,1.39936865404819e-13
"Lrp2",4.04334754938668e-18,5.74290229738657,0.987,0.328,1.48605152482609e-13
"Gm9577",4.06697372600932e-18,3.35414008050014,0.975,0.879,1.49473485352021e-13
"Nexn",4.0831650577363e-18,6.01268754011447,0.886,0.138,1.50068565366982e-13
"Rpl30-ps3",4.11063279289794e-18,2.26942181999204,1,1,1.51078087037378e-13
"Vbp1",4.11063279289794e-18,2.34685047883556,1,0.983,1.51078087037378e-13
"Rpl23a-ps1",4.2256976685063e-18,2.54031311418995,1,0.845,1.55307066410612e-13
"Gm16060",4.24981011294137e-18,3.33807259607281,1,0.879,1.56193271080934e-13
"Rbbp7",4.27101542385013e-18,2.50851533283411,1,1,1.56972629872764e-13
"Gm12458",4.29716568751874e-18,3.12633415854842,0.937,0.379,1.57933730513376e-13
"Csde1",4.43757245164977e-18,2.12601951166096,1,1,1.63094100315484e-13
"Gm4613",4.50921174546635e-18,3.05040551900988,0.987,0.914,1.65727059281125e-13
"Anp32b-ps1",4.61053829515367e-18,2.78635683716657,1,0.983,1.69451113961783e-13
"Gm10080",4.61053829515367e-18,3.04369396324856,1,1,1.69451113961783e-13
"Glo1",4.79015614530778e-18,2.21321929175716,1,1,1.76052608808497e-13
"Gm2000",4.79015614530778e-18,1.94391778737149,1,1,1.76052608808497e-13
"Gm5611",4.79015614530778e-18,2.03740651484614,1,1,1.76052608808497e-13
"Lsr",4.811129041257e-18,6.04878079868756,0.899,0.155,1.76823425653319e-13
"Gm12344",4.82804098800082e-18,3.03684734399038,0.975,0.586,1.77444990431994e-13
"Soat1",4.88452081526295e-18,5.04554880315363,0.975,0.552,1.79520793523359e-13
"Actg-ps1",4.94578418749572e-18,5.12110815281495,0.987,0.81,1.8177240624303e-13
"Gm14323",4.97491651210738e-18,2.69948767250383,0.987,0.966,1.82843106569482e-13
"Gm14008",5.01755501521792e-18,3.65189988435582,0.924,0.397,1.84410199474304e-13
"Gm5436",5.1703664415411e-18,2.06062394089494,1,1,1.9002647782596e-13
"Hmga1b",5.37149209905538e-18,2.64270492485274,1,1,1.97418449116582e-13
"Serbp1",5.37149209905538e-18,2.1463554727528,1,1,1.97418449116582e-13
"Emb",5.52153489349547e-18,3.93850276568982,1,0.845,2.02932971940639e-13
"Fau",5.58033689310779e-18,1.88247036934736,1,1,2.05094121832391e-13
"Gm8394",5.58033689310779e-18,1.81727929256857,1,1,2.05094121832391e-13
"Myl12a",5.58033689310779e-18,3.51343308023902,1,1,2.05094121832391e-13
"Tcp1",5.58033689310779e-18,2.03008070266452,1,1,2.05094121832391e-13
"Gm10923",5.92635530208833e-18,3.28704587835474,0.949,0.552,2.17811336417652e-13
"Actb",6.02236335719541e-18,2.67760902466953,1,1,2.21339920467003e-13
"Hnrnpab",6.02236335719541e-18,2.62672941721308,1,0.983,2.21339920467003e-13
"Gm12445",6.05880032865932e-18,2.78074940494977,0.987,0.793,2.22679088479216e-13
"Rps12-ps24",6.25065994483165e-18,2.51246046910026,1,0.931,2.29730504952398e-13
"Gm10053",6.25616240239663e-18,2.23816025581844,1,1,2.29932736775283e-13
"Eif2s1",6.4989161495516e-18,2.02171747739868,1,1,2.3885466524447e-13
"Gm16477",6.4989161495516e-18,2.31394074847806,1,1,2.3885466524447e-13
"Pdap1",6.4989161495516e-18,2.32224160692078,1,1,2.3885466524447e-13
"Gm7931",6.70133879777594e-18,3.05348154928948,0.975,0.897,2.46294304834659e-13
"Rps15a-ps8",6.75096278800681e-18,2.38625294988279,1,1,2.48118135347614e-13
"Gm12891",6.8622811774315e-18,2.8748553369951,0.975,0.759,2.5220942011414e-13
"Gm13433",6.87454347499789e-18,2.55821271263316,0.987,0.948,2.52660096336597e-13
"Rfc4",7.01019272760336e-18,2.47866081075869,1,0.948,2.57645613317606e-13
"Pcbp2",7.2843508916137e-18,2.19723230708485,1,1,2.67721748319478e-13
"Gm15294",7.29724401460078e-18,3.54653825051594,0.899,0.31,2.68195609268622e-13
"Cks1b",7.56643353159316e-18,2.27814752245462,1,1,2.78089131586644e-13
"Gm7862",7.56643353159316e-18,3.11093088613399,1,0.983,2.78089131586644e-13
"Gm16412",7.69627869801915e-18,3.26787509713688,0.962,0.69,2.82861330988298e-13
"Gm8805",7.70474558059831e-18,2.83489751547103,0.987,0.948,2.8317251432373e-13
"Cbx1",7.85929238576904e-18,2.67557386150773,1,1,2.8885257305417e-13
"Ppid",7.85929238576904e-18,2.46911934311265,1,1,2.8885257305417e-13
"Ssb",7.85929238576904e-18,1.91065178990455,1,1,2.8885257305417e-13
"Fhl1",7.85961419240507e-18,6.02857653843749,0.987,0.586,2.88864400413463e-13
"Rpl12-ps1",8.00918896189476e-18,2.67648711757926,0.987,0.983,2.94361721916518e-13
"Uty",8.03618982112612e-18,-10.2160531886967,0.19,0.845,2.95354084495848e-13
"Gm12726",8.07396409350745e-18,2.79887761972853,0.975,0.776,2.96742402328679e-13
"Llph-ps2",8.16048070840815e-18,2.95816779573901,1,0.948,2.99922147476125e-13
"Glud1",8.16333336054516e-18,3.00179422276202,1,1,3.00026991000116e-13
"Gm13690",8.20068039527659e-18,3.02324002988662,0.975,0.741,3.01399606567601e-13
"Gm10288",8.80666117845216e-18,1.73492078556132,1,1,3.23671218291652e-13
"Gm10736",8.80666117845216e-18,2.01597180991971,1,1,3.23671218291652e-13
"Gm13359",9.13091414969419e-18,3.07646421821996,1,0.914,3.35588487743711e-13
"Ola1",9.14683738720161e-18,2.85637297023347,1,1,3.36173714491821e-13
"Rps27a-ps2",9.14683738720161e-18,2.30217886688099,1,1,3.36173714491821e-13
"Tuba1b",9.14683738720161e-18,1.87920188489555,1,1,3.36173714491821e-13
"Rpl21-ps14",9.24131147886685e-18,2.75468911787761,0.987,0.707,3.39645920782793e-13
"Gm8806",9.48345416569606e-18,2.87576557202188,1,0.914,3.48545390951827e-13
"C130074G19Rik",9.99351176699206e-18,-1.79558473746734,0.127,0.897,3.67291537972259e-13
"Arid2",1.02462139492999e-17,3.0172895330602,1,0.966,3.76579101278619e-13
"Gm12421",1.03073162975937e-17,2.97436157132498,0.962,0.534,3.7882479588546e-13
"Gm7125",1.05280051750903e-17,3.61847487565151,0.949,0.655,3.86935774200094e-13
"Gm12922",1.06384297259283e-17,2.61935627954758,1,0.948,3.90994207717042e-13
"Gm7308",1.06421225874764e-17,2.3724538960042,1,1,3.9112993145752e-13
"Rps12-ps10",1.06421225874764e-17,2.33703334654224,1,1,3.9112993145752e-13
"Dtd1",1.08432971403301e-17,3.75040762675076,1,0.81,3.98523699798554e-13
"Gm4609",1.1052161869787e-17,2.57414679030253,1,1,4.06200105200283e-13
"Psma2",1.1052161869787e-17,1.88584955676931,1,1,4.06200105200283e-13
"Rps29",1.1052161869787e-17,2.12840590418175,1,1,4.06200105200283e-13
"Ube4b",1.1052161869787e-17,3.52468054698709,1,0.983,4.06200105200283e-13
"Gm2308",1.12288865613978e-17,2.65093586595573,0.987,0.914,4.12695267791054e-13
"Tubb4b-ps1",1.147380997909e-17,2.7396906058515,1,0.948,4.21696938161496e-13
"Gm22426",1.16947661868736e-17,2.65838494294679,0.987,0.828,4.29817741666165e-13
"Dctpp1",1.19195753360964e-17,2.33919888695381,1,1,4.38080152327553e-13
"Gm10180",1.19195753360964e-17,2.19188633183542,1,1,4.38080152327553e-13
"Skp1a",1.19195753360964e-17,2.11490074327179,1,1,4.38080152327553e-13
"Gm12715",1.23781388302685e-17,3.5762062143152,1,1,4.54933736428856e-13
"Gm9824",1.27612075586755e-17,3.03901324611357,1,0.862,4.69012661404001e-13
"Cthrc1",1.28074186608968e-17,5.87955499755019,0.873,0.103,4.70711058043941e-13
"Gm1866",1.28430106261337e-17,2.30192590346865,1,0.931,4.72019169542291e-13
"Gm15538",1.2965977990396e-17,3.02922164167304,0.962,0.638,4.76538589081024e-13
"Cln6",1.32463864691323e-17,4.50420973294559,0.987,0.569,4.8684444190002e-13
"Sfn",1.33366118199931e-17,5.16119095859275,1,0.931,4.90160494220206e-13
"Erh",1.33481189970558e-17,1.82774913459718,1,1,4.90583417498791e-13
"Gm7887",1.33481189970558e-17,2.62861483573369,1,1,4.90583417498791e-13
"Prrg4",1.35858128482253e-17,5.65085916983263,0.949,0.379,4.99319379610823e-13
"Gm7666",1.38608614935271e-17,2.64292744464836,1,1,5.09428242471603e-13
"Rps13-ps2",1.38608614935271e-17,1.85793405229121,1,1,5.09428242471603e-13
"Rpl19-ps4",1.4081962916677e-17,2.71110706340909,0.987,0.914,5.17554383076629e-13
"Gm2735",1.40952727928318e-17,3.12054501593029,0.949,0.793,5.18043560954947e-13
"Gm11222",1.43917915784109e-17,2.87451542415574,1,0.966,5.28941515881334e-13
"Gm10052",1.55185758426407e-17,2.29099852154314,1,1,5.70354217944574e-13
"Mir692-1",1.55185758426407e-17,2.47614489183973,1,1,5.70354217944574e-13
"Rps18-ps3",1.55185758426407e-17,1.86191687307762,1,1,5.70354217944574e-13
"Arhgap29",1.60283314463209e-17,7.68581400049562,0.886,0.155,5.89089265646632e-13
"Tfap2a",1.60804731874862e-17,-3.10595981093284,0.127,0.862,5.9100563105968e-13
"Eif3h",1.61134846158076e-17,1.8836887088434,1,1,5.92218900084777e-13
"Gm13487",1.61134846158076e-17,2.64526816613359,1,1,5.92218900084777e-13
"Park7",1.61134846158076e-17,1.9462284967712,1,1,5.92218900084777e-13
"Srpk1",1.61134846158076e-17,2.19429961877249,1,1,5.92218900084777e-13
"Gm12657",1.63254198181904e-17,3.10250004428283,0.975,0.828,6.00008154577952e-13
"Prtg",1.6356326517728e-17,7.31206911640962,1,0.672,6.01144068506057e-13
"Gm12611",1.70472358245065e-17,3.4736671344076,0.975,0.845,6.26537058258086e-13
"Nedd8",1.7371617962358e-17,2.08950759007564,1,1,6.38459074970545e-13
"Rpl4",1.7371617962358e-17,1.5992655037509,1,1,6.38459074970545e-13
"Rpl9-ps6",1.7371617962358e-17,1.56478792733766,1,1,6.38459074970545e-13
"Clca4a",1.75261551488022e-17,5.80477486708672,0.848,0.052,6.44138780183925e-13
"Gm10247",1.80365497999655e-17,2.37788196399456,1,1,6.62897314798133e-13
"Gm9703",1.80365497999655e-17,2.0972474427556,1,1,6.62897314798133e-13
"Ncl",1.80365497999655e-17,1.88741292699552,1,1,6.62897314798133e-13
"Fam162a",1.86945993792049e-17,3.53312841028962,1,0.914,6.87082610983916e-13
"Gm6133",1.86945993792049e-17,2.68318277009585,1,0.914,6.87082610983916e-13
"Gm9083",1.87265823253e-17,2.44005711022736,1,1,6.8825808020175e-13
"Gm10177",1.94426494813332e-17,2.10181212698067,1,1,7.14575696387439e-13
"Gm11539",1.94426494813332e-17,2.06365863939175,1,1,7.14575696387439e-13
"Rpl8",1.94426494813332e-17,1.64374614272278,1,1,7.14575696387439e-13
"Gm18343",1.95681520003136e-17,2.81167204088872,0.975,0.81,7.19188290467526e-13
"Myh9",2.0185719441512e-17,3.73858368493727,1,1,7.41885746633891e-13
"Trim71",2.0185719441512e-17,2.09638071907147,1,1,7.41885746633891e-13
"Gm9022",2.0382337438076e-17,3.07169843465937,0.911,0.31,7.49112047861608e-13
"Hmgb1-ps4",2.05501662992688e-17,2.59804235745507,0.987,0.948,7.55280261997026e-13
"Gm11971",2.07140252599011e-17,2.68773004592197,0.975,0.5,7.61302570377144e-13
"Gm4707",2.09567958447598e-17,2.3179639136075,1,1,7.70225117682456e-13
"Gm14248",2.10926084721339e-17,2.65896351652326,1,0.776,7.75216639176336e-13
"Gm16165",2.16349841279253e-17,2.86627380102557,0.987,0.81,7.95150571653638e-13
"Gm5614",2.17569190743115e-17,2.43749495372448,1,0.983,7.99632046738171e-13
"Psmb6",2.17569190743115e-17,1.81723817329087,1,1,7.99632046738171e-13
"Gm12732",2.18981948401917e-17,3.07638643211192,0.962,0.828,8.04824354961566e-13
"Canx",2.25871675819015e-17,2.05298407989837,1,1,8.30146170137627e-13
"Gm13679",2.28823625693927e-17,3.32411764359408,0.949,0.621,8.40995471512889e-13
"Gm12497",2.30142995536529e-17,3.46650908890714,0.962,0.862,8.45844551495403e-13
"Ndufa7",2.4342552855989e-17,1.70779055731765,1,1,8.94661845116163e-13
"Ost4",2.4342552855989e-17,2.36431990486118,1,1,8.94661845116163e-13
"Rps3a3",2.52700494531801e-17,1.65941610075216,1,1,9.28750127552729e-13
"Gm5210",2.59461974618554e-17,3.10155891158094,0.886,0.293,9.5360059531557e-13
"Gm11604",2.62101873714079e-17,0.942709941229755,1,0.931,9.63303016461354e-13
"Gm4879",2.62323939817488e-17,2.98931945230072,1,0.983,9.64119176011215e-13
"Gm5422",2.62323939817488e-17,2.51817553283878,1,1,9.64119176011215e-13
"Polr3k",2.62323939817488e-17,3.01025951393494,1,0.983,9.64119176011215e-13
"Rps15a-ps3",2.62323939817488e-17,2.46238103259582,1,1,9.64119176011215e-13
"Rps16",2.62323939817488e-17,1.59804493560825,1,1,9.64119176011215e-13
"Gm11942",2.72308768000603e-17,2.09964733324422,1,1,1.00081641503262e-12
"Gm15702",2.7541836827544e-17,2.75421375410463,0.962,0.741,1.01224512892273e-12
"Utf1",2.75476829573039e-17,4.05150433914365,0.987,0.879,1.01245999172979e-12
"Rpl32-ps",2.87142720715603e-17,2.5409401097065,0.987,0.914,1.05533564144606e-12
"Gm8428",2.88014080405255e-17,3.13509497082008,0.975,0.845,1.05853814971343e-12
"Gm2076",2.90601906014769e-17,3.04546545283118,0.962,0.517,1.06804918517608e-12
"Gm15575",3.02417139224845e-17,3.11967094212084,0.975,0.897,1.11147371179307e-12
"Fkbp1a",3.0456774650249e-17,2.41703257134808,1,1,1.1193778387206e-12
"Gm5457",3.0456774650249e-17,1.97250853890406,1,1,1.1193778387206e-12
"Rpl31-ps11",3.16136810795752e-17,2.66072254658134,1,0.983,1.16189762071763e-12
"Cops4",3.281391815862e-17,2.29160115839884,1,0.983,1.20600993408376e-12
"Gm8648",3.39589881927581e-17,2.80481147546868,1,0.897,1.24809469304844e-12
"Tdg-ps",3.50652322417111e-17,3.86034800917203,0.873,0.207,1.28875248057961e-12
"Gm7535",3.64331303595488e-17,3.02968686642812,0.975,0.897,1.3390268401045e-12
"Gm6136",3.66908987317198e-17,1.54422592472063,1,1,1.3485006010869e-12
"Nasp",3.66908987317198e-17,2.29509583815146,1,1,1.3485006010869e-12
"Gm6222",3.79026702814348e-17,2.60227856802544,0.987,0.897,1.39303684085357e-12
"Rpl31-ps10",3.80682757354828e-17,2.50590807949465,1,0.948,1.3991233381062e-12
"Zfp266",3.80778507212927e-17,3.59115861140858,1,0.966,1.39947524755967e-12
"Gm14586",3.80810428887794e-17,1.50348236738242,1,1,1.39959256929131e-12
"Gm7251",3.91392914582283e-17,2.53311840601423,0.975,0.776,1.43848637896426e-12
"Steap1",4.03886881176636e-17,5.89983288848185,0.835,0.069,1.48440545438849e-12
"Gm6467",4.10190310634484e-17,1.87225204033391,1,1,1.50757244867492e-12
"Pdia6",4.10190310634484e-17,2.68870429911868,1,1,1.50757244867492e-12
"Igsf9",4.10504136893542e-17,7.64320271133959,0.848,0.086,1.50872585432483e-12
"Gm5356",4.19875478800082e-17,2.34978700064941,0.975,0.862,1.54316834723394e-12
"Mrpl20",4.25707672839304e-17,2.28319042814104,1,1,1.56460340998629e-12
"Rpl13-ps1",4.25707672839304e-17,1.98250011604774,1,1,1.56460340998629e-12
"Rpl7l1-ps1",4.27743644472831e-17,3.3609093267907,0.962,0.879,1.572086216531e-12
"Gm3671",4.28568660207474e-17,2.87145337557848,0.962,0.828,1.57511839686053e-12
"Gm6285",4.33319960577714e-17,2.47376766253801,0.987,0.948,1.59258085111127e-12
"4930447C04Rik",4.41435074014751e-17,3.57298557110061,1,0.931,1.62240632752642e-12
"Gm4986",4.41886495824113e-17,2.84079945592845,0.949,0.724,1.62406543810236e-12
"Matr3-ps2",4.53932765872216e-17,3.07871769420528,0.987,0.862,1.66833909441016e-12
"Gm6563",4.5849989043168e-17,2.02002532460141,1,1,1.68512464730355e-12
"Tmem2",4.75025809291195e-17,4.9212223602584,1,0.914,1.74586235688793e-12
"Ctnna1",4.75818051667447e-17,2.54308159527846,1,1,1.74877408529337e-12
"Denr",4.75818051667447e-17,2.54980455463117,1,1,1.74877408529337e-12
"Gm16089",4.75818051667447e-17,1.90720837130909,1,1,1.74877408529337e-12
"Paip2",4.75818051667447e-17,2.34001398289213,1,1,1.74877408529337e-12
"Vapa",4.75818051667447e-17,2.22301020829784,1,1,1.74877408529337e-12
"Rps12-ps1",4.84817330987674e-17,3.00504063656997,0.975,0.845,1.781849136579e-12
"Atp5g3",4.93781095177183e-17,1.98677464539096,1,1,1.8147936591047e-12
"Cct5",4.93781095177183e-17,1.70233959087558,1,1,1.8147936591047e-12
"Gm3940",4.93781095177183e-17,1.47359569735239,1,0.983,1.8147936591047e-12
"Larp1",4.93781095177183e-17,3.01605586170107,1,1,1.8147936591047e-12
"Gm16570",4.97124156530282e-17,2.78816102336704,0.975,0.81,1.82708041249574e-12
"Exosc7",5.12412681071669e-17,2.38936239130835,1,0.983,1.8832703267427e-12
"Gnb1",5.12412681071669e-17,1.91372662621356,1,1,1.8832703267427e-12
"Map7d3",5.14063391585506e-17,11.3687128228944,0.772,0.017,1.88933718309421e-12
"Dnmt3a",5.1924645104492e-17,4.73684389734722,1,0.793,1.90838648152539e-12
"Rab1",5.31737324188681e-17,2.73292830870753,1,1,1.95429418759066e-12
"Rsl1d1",5.31737324188681e-17,1.79205378975691,1,1,1.95429418759066e-12
"Gm11951",5.41622478070906e-17,2.80596164541295,0.987,0.983,1.990625093654e-12
"Gm14227",5.46565059782818e-17,2.31614334765914,0.987,0.759,2.00879056421979e-12
"Rbx1",5.51780424473797e-17,1.68265769952082,1,1,2.02795859406855e-12
"Agpat4",5.63097994068081e-17,5.95952109378711,0.886,0.241,2.06955405759842e-12
"Stap2",5.68525974281638e-17,5.0294761698201,0.911,0.172,2.0895035132773e-12
"Gm14859",5.69916346564034e-17,2.50563650937872,0.987,0.897,2.09461354852679e-12
"Gm11575",5.94079016877473e-17,1.52535968132251,1,0.966,2.18341861072978e-12
"Rpl9-ps4",5.94128211623184e-17,1.79502475833666,1,1,2.18359941617869e-12
"Gm10540",5.978904039389e-17,2.59814370688819,0.975,0.741,2.19742660159664e-12
"AI662270",5.993577601084e-17,-5.77676186129869,0.101,0.81,2.2028195757264e-12
"Gm9436",6.05365191574499e-17,2.69938168402356,0.987,0.828,2.22489868859376e-12
"Gm10221",6.16488412428793e-17,1.88827975859384,1,1,2.26577986219954e-12
"Pcnp",6.16488412428793e-17,2.2839186267322,1,1,2.26577986219954e-12
"Gm11759",6.33364609761152e-17,3.03347891840094,0.987,0.862,2.32780495025516e-12
"Gm13937",6.36673386722821e-17,3.34508728408914,0.886,0.276,2.33996569822238e-12
"Gm14094",6.36724483449394e-17,2.71507188323244,0.975,0.914,2.34015349402156e-12
"Gm9027",6.38621798370012e-17,3.16280181411463,1,0.914,2.3471266955493e-12
"Acsl4",6.39149776592573e-17,3.42161086911601,1,0.931,2.34906717391068e-12
"Gm3756",6.39625309242238e-17,2.33429426615267,1,0.966,2.350814899058e-12
"Ybx1",6.39678166812741e-17,1.90585825176238,1,1,2.35100916648687e-12
"Ddx3x",6.63727794432671e-17,2.56617762246833,1,1,2.4393987628784e-12
"3000002C10Rik",6.77395399211992e-17,1.18440535073239,0.987,0.655,2.48963131072383e-12
"Flna",6.88668705953541e-17,4.35489561690027,1,1,2.53106409499105e-12
"Hmga1",6.88668705953541e-17,2.49276076896391,1,1,2.53106409499105e-12
"Gm21963",7.02437860608608e-17,2.33427710233756,0.962,0.672,2.58166986909482e-12
"Gm15659",7.03456114528966e-17,3.37729052922188,0.937,0.517,2.58541225772831e-12
"Gm11877",7.07923043058381e-17,3.3489437873586,0.975,0.776,2.60182956015247e-12
"Ina",7.13095215987229e-17,6.09800864576628,0.924,0.293,2.62083884731786e-12
"Gtf2h5",7.14533441669942e-17,2.54420820981357,1,1,2.62612475816954e-12
"Rpl13-ps3",7.14533441669942e-17,2.11925067123989,1,1,2.62612475816954e-12
"Gm10335",7.41355711472276e-17,2.10143720884039,1,1,2.72470464637406e-12
"Gm6542",7.41355711472276e-17,2.32695145920509,1,1,2.72470464637406e-12
"Hspd1",7.69170436203026e-17,2.02418560888192,1,1,2.82693210417698e-12
"Rps5",7.69170436203026e-17,1.44158729046212,1,1,2.82693210417698e-12
"Strn3",7.69170436203026e-17,3.3355076582796,1,1,2.82693210417698e-12
"Fam208b",7.83717821920525e-17,3.57257362858975,1,0.81,2.88039811090451e-12
"Rhoc",7.95061274154539e-17,5.0450560243255,0.962,0.517,2.92208870090018e-12
"Gm14279",7.98013790450288e-17,2.02095171413297,1,1,2.93294008404194e-12
"Gm16020",7.98013790450288e-17,1.76744796678819,1,0.983,2.93294008404194e-12
"Rpl17-ps9",8.27923246827948e-17,2.14727327302976,1,0.983,3.04286630906676e-12
"Sap18b",8.27923246827948e-17,2.26063179923471,1,1,3.04286630906676e-12
"Txnrd1",8.27923246827948e-17,2.65027508121566,1,1,3.04286630906676e-12
"Gm4204",8.58937621792882e-17,1.9597394746147,1,1,3.15685344137538e-12
"Rpl21-ps8",8.58937621792882e-17,2.0243792213819,1,1,3.15685344137538e-12
"Gm11198",8.78690549041463e-17,2.80205760715494,0.937,0.517,3.22945137489209e-12
"Gm6640",8.88547127493361e-17,2.99041218801602,1,0.897,3.26567725767635e-12
"Gm15772",8.9109712305186e-17,1.62864321643835,1,1,3.2750492563525e-12
"Slc15a1",8.97087366463825e-17,-4.32665378350991,0.253,0.897,3.2970651979645e-12
"Gm4929",9.02404554888171e-17,2.62082537412068,0.937,0.603,3.3166074605805e-12
"Gm7857",9.23610849603449e-17,2.94932474154893,0.937,0.638,3.39454695554756e-12
"Timm21",9.27539198738466e-17,4.18061330319152,0.949,0.259,3.40898481712348e-12
"Eef1akmt1",9.46173002800983e-17,2.79356376334097,1,0.828,3.47746963719445e-12
"Gm20430",9.54641202787373e-17,2.92824518218674,0.975,0.914,3.50859281260443e-12
"Gm17199",9.58055326429364e-17,3.1444099105752,0.873,0.259,3.52114074122584e-12
"Gm3695",9.59019587532073e-17,0.916694945380465,1,0.983,3.52468469005663e-12
"Rpl39-ps",9.59019587532073e-17,1.87367295358043,1,1,3.52468469005663e-12
"Eef1d",9.94870372428384e-17,1.75139318275449,1,1,3.65644707978604e-12
"Gm12389",9.94870372428384e-17,2.50453724558297,1,1,3.65644707978604e-12
"Aurkc",1.02000890302471e-16,-4.81943456799902,0.152,0.862,3.74883872128672e-12
"Kpna3",1.03204203380199e-16,2.8838614885936,1,1,3.79306408683247e-12
"Sox4",1.03670404058163e-16,6.44134780238582,0.81,0.103,3.81019836034965e-12
"Phf11d",1.03783488089779e-16,-3.30289305914669,0.494,1,3.81435453776364e-12
"Gm12696",1.07058250624207e-16,1.85260143713785,1,1,3.93471188519148e-12
"Gm13623",1.07058250624207e-16,2.37445607187016,1,1,3.93471188519148e-12
"Snrpa1",1.07058250624207e-16,2.30984657396192,1,1,3.93471188519148e-12
"Gm17709",1.0842435488756e-16,2.6507767908257,0.987,0.707,3.98492031518251e-12
"Eif3i",1.11054143657317e-16,1.57442327899142,1,1,4.08157294183738e-12
"Psma5",1.11054143657317e-16,1.58705591775764,1,1,4.08157294183738e-12
"Snrnp70",1.11054143657317e-16,2.27419216678284,1,1,4.08157294183738e-12
"Gm8355",1.15197024401143e-16,1.88594978310133,1,1,4.23383623781521e-12
"Rpl31-ps8",1.15197024401143e-16,1.55897651140931,1,1,4.23383623781521e-12
"Gm24272",1.17189615961301e-16,2.69244899209881,0.962,0.724,4.30706995542571e-12
"Gapdh-ps15",1.17338401736329e-16,3.21825170183151,0.949,0.672,4.31253827901531e-12
"Xlr4b",1.19279581186292e-16,-9.3728280939003,0,0.655,4.38388244733978e-12
"Gm2710",1.23945240457678e-16,2.40998683306363,1,0.983,4.55535942254103e-12
"Rpl35",1.23945240457678e-16,1.80001145815591,1,1,4.55535942254103e-12
"Gm14303",1.28561802900054e-16,1.76592838112429,1,1,4.72503194198569e-12
