"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rbmxl1",6.43075945439101e-10,-0.783702288906043,1,1,2.36349702227233e-05
"Slc51a",6.4440605783182e-10,-0.397311959193244,0.013,0.431,2.36838558434929e-05
"Lpar4",6.465236554664e-10,0.522581348427886,0.759,0.31,2.37616839093566e-05
"Btf3",6.61060766084314e-10,0.46647456843314,1,1,2.42959663358968e-05
"Ola1",6.61060766084314e-10,0.825164837474293,1,1,2.42959663358968e-05
"Epn2",6.98514549107928e-10,-1.00452355688252,0.987,1,2.56725052233637e-05
"Myh9",6.98514549107928e-10,1.65028441715709,1,1,2.56725052233637e-05
"Adprh",7.27625257825574e-10,-0.918186214255053,0.962,0.983,2.67424111008633e-05
"4930519F16Rik",7.30433088162149e-10,-0.672124670859512,0.557,0.983,2.68456072892234e-05
"Rab15",7.36246863845276e-10,0.353477643602851,0.772,0.241,2.70592809869054e-05
"Fzd10",7.39071829422776e-10,-0.29369523078837,0.418,0.862,2.71631069467753e-05
"Eif5a",7.58605813117306e-10,0.621175446344707,1,1,2.78810394495003e-05
"Polr3k",7.58605813117306e-10,0.750640344831911,1,0.983,2.78810394495003e-05
"Ddx4",7.75603130933114e-10,0.617829526462672,0.937,0.552,2.85057418711847e-05
"Dnase2a",7.79699618474124e-10,-0.998033906802882,0.975,1,2.86563000777795e-05
"Fem1b",8.23729086041799e-10,1.4853822012671,1,0.983,3.02745150992942e-05
"Pom121",8.63704892673788e-10,1.02083759816749,1,0.828,3.17437459204397e-05
"Pole4",8.70140995738971e-10,-0.822845916437738,1,0.983,3.19802920163944e-05
"Per3",8.70608425742776e-10,0.333339786427765,0.911,0.414,3.19974714713242e-05
"Naalad2",8.95098408270991e-10,-0.725549417740364,0.038,0.483,3.28975517991837e-05
"Dnpep",9.19099761004366e-10,-1.40653785385846,0.987,1,3.37796735161935e-05
"Elf3",9.45383757620252e-10,-1.21827360844913,0.861,0.983,3.47456892438171e-05
"Aoah",9.72712898153023e-10,-0.950441176598138,0.557,0.897,3.57501171458181e-05
"2410006H16Rik",9.9761232119687e-10,-0.768630401905117,1,1,3.66652456409486e-05
"Jak3",1.01582626031106e-09,-0.389215000992458,0.215,0.655,3.73346625452123e-05
"Pias2",1.05354798126632e-09,-0.978996644906532,1,1,3.87210489554809e-05
"Gm6419",1.08265105069662e-09,0.269492420778333,1,1,3.97906740662528e-05
"Gm11221",1.11253743823253e-09,0.360317800398556,1,1,4.08890884673603e-05
"Ube2d3",1.11253743823253e-09,0.865321351943182,1,1,4.08890884673603e-05
"Plaur",1.11998092234951e-09,1.03540301471101,0.823,0.345,4.11626588391114e-05
"Rhobtb3",1.17219516551773e-09,1.63835698035422,0.987,0.707,4.3081688918273e-05
"Rps6ka6",1.18780883361982e-09,1.32864957659177,1,0.776,4.36555380620292e-05
"Cox7a1",1.2283335600644e-09,-0.476631924373543,0.886,0.966,4.5144943333047e-05
"Gm21761",1.23321784032896e-09,-1.24177740268953,0,0.397,4.53244552856104e-05
"Obox6",1.23321784032896e-09,-0.530804760409042,0,0.397,4.53244552856104e-05
"Atp5j2",1.24033406961709e-09,-0.594445058634431,1,1,4.5585998060637e-05
"Larp1",1.24033406961709e-09,1.1370520468899,1,1,4.5585998060637e-05
"Rplp0",1.3094906459191e-09,0.423164719244306,1,1,4.81277097094646e-05
"Rps4x",1.3094906459191e-09,-0.502792193700431,1,1,4.81277097094646e-05
"Ndufb7",1.34546434076774e-09,-0.630558802467547,1,1,4.94498509162367e-05
"Hspg2",1.40667825966718e-09,0.581112570494491,1,0.81,5.16996460775479e-05
"Ttc21b",1.40940082567167e-09,0.58904979640636,0.797,0.31,5.17997085459109e-05
"Parva",1.4478232145994e-09,1.06653615462455,0.658,0.138,5.32118466061716e-05
"Rpl5",1.49923904082696e-09,0.451277594324152,1,1,5.51015324675134e-05
"Fubp1",1.54028270159347e-09,0.843955082292229,1,1,5.66100101316649e-05
"2300002M23Rik",1.56086431743876e-09,-0.290032841509053,0.025,0.448,5.73664462588268e-05
"Pdgfb",1.58104084971409e-09,0.456719989588555,1,0.914,5.81079943495418e-05
"M1ap",1.58143570745987e-09,-0.954476815652789,0.278,0.759,5.81225065562727e-05
"Cenpk",1.58909954280023e-09,0.557039937729631,0.987,0.69,5.84041754965369e-05
"Trim44",1.66874461047269e-09,0.822150741827745,0.962,0.517,6.13313706687028e-05
"Ubxn2a",1.67009365121691e-09,-0.88526144346882,0.987,1,6.1380951963175e-05
"Lmna",1.68208134996864e-09,0.998482188545478,1,0.759,6.18215358553975e-05
"Gm12231",1.71568753296567e-09,0.345093062652435,1,1,6.30566638990872e-05
"Stmn2",1.71568753296567e-09,1.21272558135132,1,1,6.30566638990872e-05
"Txnl4a",1.71568753296567e-09,0.51358737058329,1,0.983,6.30566638990872e-05
"Rnf213",1.74992125526061e-09,-1.27949506127563,0.899,0.966,6.43148558945932e-05
"Arhgef16",1.80316597362154e-09,0.367365023894932,0.722,0.207,6.62717590285123e-05
"Gmfb",1.85954590930482e-09,1.1140934617504,1,0.948,6.83438908046799e-05
"Nrk",1.90714690874131e-09,0.30825013731344,0.57,0.052,7.00933703369695e-05
"Zfp951",1.94638116841466e-09,-0.928653823271879,0.443,0.81,7.1535347082744e-05
"Eef1akmt1",1.94855600978372e-09,0.73849740322424,1,0.828,7.16152790275811e-05
"Card10",1.95209634865191e-09,0.370121556456122,0.785,0.241,7.17453971020038e-05
"Cnn1",1.95827514089786e-09,0.859277466996528,0.608,0.121,7.1972486253419e-05
"Pianp",2.05431136058951e-09,0.25230717520354,0.747,0.276,7.55021054357464e-05
"Denr",2.07059197451131e-09,0.649976419088729,1,1,7.61004668392142e-05
"Tex13b",2.12135906404723e-09,-0.907483525112521,0.089,0.552,7.79663096809278e-05
"H2-M5",2.14398422172288e-09,-0.624313040230187,0.582,0.879,7.8797852100981e-05
"Uqcrb",2.18450231103954e-09,-0.485902291073819,1,1,8.02870134376361e-05
"Lamp2",2.30450851597482e-09,-1.20279544898942,0.987,1,8.46976014876227e-05
"Vax2os",2.34625366826395e-09,-0.501772406723123,0.089,0.552,8.62318610697049e-05
"Slc39a1",2.36689590024839e-09,-0.550388021039279,1,0.983,8.6990525021829e-05
"Atp5e",2.49664451740536e-09,0.432786887443614,1,1,9.17591759481992e-05
"Gstp3",2.51986454337773e-09,-0.451016294753412,0.203,0.655,9.26125815627615e-05
"Lrif1",2.52439344737751e-09,0.373533176386696,0.937,0.517,9.27790323714658e-05
"Pabpc1",2.56409093471078e-09,0.636950903019863,1,1,9.42380341234251e-05
"Gm9855",2.59259415008901e-09,0.349450418226044,0.987,0.741,9.52856127982213e-05
"Sh3gl2",2.60295535661576e-09,-0.967134583960922,0.62,0.914,9.56664182216991e-05
"Cald1",2.63219285337793e-09,3.14013975504363,1,0.931,9.67409839401992e-05
"Rpl10a",2.63331064394984e-09,-0.531902512547271,1,1,9.67820660970884e-05
"Slc2a3",2.63331064394984e-09,1.9699696073799,1,1,9.67820660970884e-05
"Fcgrt",2.8231331651631e-09,-0.768406120878426,0.266,0.741,0.00010375861321924
"Ddx25",2.8667521978878e-09,0.273351650040506,0.557,0.069,0.00010536174352897
"Cttnbp2",2.92127743726809e-09,-0.340553252915566,0.051,0.5,0.000107365709651914
"Col4a2",2.96762822833923e-09,0.636244738469165,0.646,0.121,0.000109069240276152
"Shroom4",2.97842605001456e-09,0.738558985046126,0.595,0.069,0.000109466092616185
"Mex3c",2.98987844257886e-09,1.2800205594099,0.962,0.81,0.000109887002400101
"Gstt2",3.04935669707045e-09,0.475545817230171,0.873,0.31,0.00011207300668743
"Mcl1",3.08848331157084e-09,0.814349800743082,1,1,0.000113511027150163
"Tma7",3.08848331157084e-09,0.39289246577355,1,1,0.000113511027150163
"Sec24c",3.1554875471449e-09,0.821346722844284,1,0.845,0.000115973633820216
"Nuak1",3.1992436595092e-09,0.447751579727201,0.671,0.172,0.000117581802217942
"Acadm",3.43357521160063e-09,-1.26386551053313,0.987,1,0.000126194189751958
"Triml2",3.52554931028039e-09,-1.06391905280087,1,1,0.000129574513800735
"Tada3",3.59507018554395e-09,-1.13397028072462,0.873,1,0.000132129614529297
"Ulk1",3.71674815250934e-09,-1.29919620033425,1,1,0.000136601644849176
"Pfdn4",3.91802607822579e-09,0.438789894874064,1,0.983,0.000143999212453033
"Mtm1",3.99847105094753e-09,-0.908072444293136,0.468,0.862,0.000146955806535475
"Med12l",4.00807110087353e-09,-0.520798514407175,0.519,0.879,0.000147308637170405
"Rpp21",4.02193714823298e-09,-0.516905346231272,0.975,0.983,0.000147818256009007
"Mapt",4.04413796669447e-09,-0.765646765944993,0.772,0.983,0.000148634202689922
"Tspan9",4.10808747879261e-09,1.4417873248258,0.861,0.483,0.000150984539108065
"Gatm",4.15699532642061e-09,0.354223313877387,0.519,0.052,0.000152782049231937
"Pla2g1b",4.20776888983844e-09,1.06034673771266,0.937,0.707,0.000154648130008232
"Gm14820",4.20785357207175e-09,-0.403092207027216,0.253,0.672,0.000154651242334353
"Slc43a2",4.25945546579116e-09,0.337704928731643,0.937,0.552,0.000156547766734222
"Glipr2",4.34284540191755e-09,1.96617808774286,0.987,0.897,0.000159612597056676
"Ryk",4.34284540191755e-09,0.671687783268724,0.987,0.897,0.000159612597056676
"Zfp185",4.43108380832183e-09,0.721814572308847,0.911,0.483,0.000162855623207252
"Arglu1",4.46876109899003e-09,-0.777518569973904,1,1,0.000164240376671181
"Tenm4",4.57207088533303e-09,-0.559550416325452,0.291,0.81,0.000168037321248645
"S100a13",4.58202496553753e-09,-0.264838776781151,0.532,0.862,0.000168403163558401
"Atp2b4",4.69608383634654e-09,-0.492800492941787,0.494,0.845,0.000172595169237244
"Fry",4.69867039896118e-09,-0.772339278314922,0.797,0.931,0.00017269023317302
"Fam81a",4.86780170049447e-09,-0.966487739465055,0.696,0.931,0.000178906315898273
"Mllt11",4.86895721828684e-09,0.392628517500099,0.835,0.328,0.000178948784643696
"Ly6g6e",4.94923678443306e-09,-0.843957995782248,0.544,0.914,0.000181899299538268
"Cdk2",4.96293210719894e-09,-0.981541294650756,1,1,0.000182402643735883
"Flnb",4.96293210719894e-09,1.68810845349467,1,0.983,0.000182402643735883
"Fras1",5.11414352019017e-09,0.742609571949267,0.532,0.052,0.000187960116797549
"Klf8",5.14581033764926e-09,-0.649244746721197,0.519,0.862,0.000189123967339623
"Eif2b5",5.22956685467441e-09,-1.12463251028557,1,1,0.000192202270609848
"Zfp936",5.40872419861556e-09,-1.01453028060585,0.823,1,0.000198786840471718
"Aga",5.83388316677376e-09,-0.846005804907083,0.544,0.879,0.000214412708028436
"Txnip",5.95859103462677e-09,1.33535675434844,1,0.983,0.000218996096295638
"Msi2",6.11086808552254e-09,0.816418741255181,1,0.914,0.00022459273474721
"Gm5422",6.11582499261035e-09,0.409734405563002,1,1,0.000224774915953408
"Grb7",6.32692291662089e-09,0.448760216051213,0.975,0.552,0.000232533397954568
"Plbd1",6.43555541682539e-09,-0.494798236907265,0.089,0.534,0.000236525968234584
"Rfc4",6.44145046154871e-09,0.647844274713131,1,0.948,0.0002367426288133
"S100a10",6.44223163809476e-09,1.29840996988873,1,0.966,0.000236771339394897
"Tmem256",6.4424920489295e-09,-0.401379350816155,1,1,0.000236780910274306
"Ipo13",6.53633566744537e-09,0.575935157547631,0.911,0.448,0.00024022994478562
"Sema5b",6.76169136630585e-09,-0.250296030535277,0.089,0.552,0.000248512442785839
"Ctnnd1",6.78610543021332e-09,1.14927995761859,1,1,0.00024940973287663
"Pik3c2b",6.93701649749266e-09,-0.482519297254816,0.62,0.879,0.000254956167332348
"Nhp2",7.14751681540861e-09,0.714922465418674,1,1,0.000262692685516713
"Jun",7.19768211937782e-09,0.251550178077221,0.81,0.414,0.000264536410933493
"Tmx4",7.39115248198246e-09,0.827410823779007,0.823,0.397,0.000271647027170301
"Fmr1nb",7.70969845044028e-09,-0.591366717876434,0.684,0.966,0.000283354547149032
"Cdc123",7.72466134913968e-09,0.751151824757303,1,0.966,0.000283904478564931
"Cdk14",7.75198326747362e-09,0.396279894826666,0.62,0.121,0.000284908641029458
"Cdo1",7.80596094851259e-09,-0.601755360241046,0.443,0.776,0.000286892482740683
"Ptpn3",7.91520336882881e-09,0.414764412850627,0.987,0.603,0.000290907469414565
"Ddhd2",7.92734895477844e-09,-1.02805636795227,1,1,0.000291353856134972
"Hmga1b",7.92734895477844e-09,0.465674014203854,1,1,0.000291353856134972
"Tpm4",8.13358102409268e-09,1.77355432093202,0.987,0.966,0.000298933503378478
"Srxn1",8.21811004582176e-09,0.860188070649374,0.886,0.414,0.000302040198514087
"Pramef17",8.36494599519333e-09,-0.326847127634083,0,0.362,0.00030743686016134
"Sash3",8.36494599519333e-09,-0.324392982592572,0,0.362,0.00030743686016134
"Usp17lc",8.36494599519333e-09,-2.66054446018483,0,0.362,0.00030743686016134
"Aim2",8.45709711008765e-09,-0.633703216148302,0.797,0.966,0.000310823690087052
"Samd4",8.59471532538336e-09,0.306025183937688,0.544,0.069,0.000315881572353815
"Ccl25",8.64481522490976e-09,-1.00926633392664,0.392,0.776,0.000317722893961108
"Pex2",8.89341007922809e-09,0.671990043716843,0.81,0.328,0.00032685950064187
"Fggy",8.90428659736792e-09,0.253659407140255,0.658,0.121,0.000327259245313063
"Hprt",9.01910163366746e-09,0.773991833245833,1,1,0.00033147904234218
"Laptm4b",9.17404563533362e-09,0.730450593463397,0.987,0.828,0.000337173699235416
"Upp1",9.25435709865782e-09,-0.941939364531533,0.987,1,0.000340125386446971
"Tnfrsf12a",9.37516020685709e-09,0.712127543780122,0.873,0.483,0.000344565263082619
"Cd38",9.48606383935195e-09,-0.913331838897924,0.38,0.81,0.000348641304287702
"Ppid",9.49557345337122e-09,0.886198257857305,1,1,0.000348990811131753
"Plekhb2",9.51327400740491e-09,-1.37389009149881,0.671,0.931,0.000349641359594153
"Cgnl1",9.51988869764631e-09,0.41645020572844,0.532,0.052,0.000349884469304595
"Chst15",9.77880640544376e-09,0.406115595987112,0.544,0.086,0.000359400471819275
"Agk",9.884326113145e-09,-1.00908946148763,0.873,0.966,0.000363278637636418
"Fundc2",9.884326113145e-09,0.583654622445816,0.975,0.828,0.000363278637636418
"Rab1",9.99647767433494e-09,0.90194412414674,1,1,0.000367400543964832
"Washc2",9.99647767433494e-09,-1.06673460220446,1,1,0.000367400543964832
"Igdcc4",1.02236635141718e-08,0.538146490594407,0.62,0.138,0.000375750305136357
"Ech1",1.02548538431959e-08,-1.00638169385887,0.962,1,0.00037689664329898
"Braf",1.0256064977559e-08,1.02467854425122,1,0.966,0.000376941156120226
"Anp32e",1.02564687170806e-08,0.829199767870616,1,1,0.000376955994758862
"Fabp3",1.05226135434324e-08,-0.818014849134866,0.975,1,0.000386737615561771
"Klf5",1.05230271626616e-08,-0.603873851645754,1,1,0.0003867528173093
"Pbrm1",1.05230271626616e-08,0.882668414697393,1,1,0.0003867528173093
"Pcnp",1.05230271626616e-08,0.743060182289176,1,1,0.0003867528173093
"Slc25a36",1.07963137179753e-08,-1.1564915868628,1,1,0.000396796918076748
"Lama5",1.10245098302851e-08,0.606942418427115,1,0.845,0.000405183809792468
"G2e3",1.10747566402551e-08,1.22284764854342,1,0.948,0.000407030530799296
"Gsn",1.1215268546515e-08,0.91563322286908,0.608,0.121,0.000412194764890068
"Ehd2",1.12948828902937e-08,0.254481894644814,0.544,0.069,0.000415120830866963
"Rnf181",1.13637330605147e-08,-0.920980606462282,1,1,0.000417651281173096
"Dnajc6",1.13695392361782e-08,-0.685786305028258,0.709,0.948,0.000417864675547257
"Gm14444",1.17976916355685e-08,-0.292247779731122,0.633,0.914,0.000433600560682048
"Sfxn1",1.19582235074988e-08,0.885168179154123,1,0.948,0.000439500588571104
"Lactb2",1.19600899222821e-08,-0.751968007507062,1,1,0.000439569184913636
"Ncoa7",1.21318717097707e-08,0.523239425658989,0.797,0.31,0.000445882680949203
"Glis3",1.25837950781418e-08,-0.347015066368758,0.127,0.569,0.000462492220506947
"Alg13",1.29120257423276e-08,-0.668516646913422,1,1,0.000474555682107768
"Gm14539",1.29120257423276e-08,0.308270156560828,1,1,0.000474555682107768
"Zfp982",1.39368716960185e-08,-0.545322551946599,0.975,1,0.000512221845443767
"Nexmif",1.41079163967685e-08,-0.714972530000282,0.759,0.983,0.000518508251330434
"Pdia6",1.42964634216345e-08,0.88192399228349,1,1,0.000525437920135333
"Strn3",1.42964634216345e-08,1.34889758224404,1,1,0.000525437920135333
"Txn2",1.46639297657812e-08,0.65921287025932,1,0.966,0.000538943410681756
"Sod1",1.46644951199397e-08,-0.860787775532424,1,1,0.000538964189143142
"Spire1",1.48650274241979e-08,0.587653756920232,0.937,0.5,0.000546334352921545
"Vbp1",1.50417231012936e-08,0.76396843037738,1,0.983,0.000552828449141844
"Rap1gds1",1.50914053581978e-08,0.571755979138539,0.937,0.483,0.000554654421129843
"Sall3",1.52117914105293e-08,-0.280061753874362,0.228,0.741,0.000559078969711182
"Glud1",1.542836982231e-08,1.05070005633727,1,1,0.000567038876079359
"Zfp948",1.57302017418168e-08,1.08215764551949,1,0.707,0.000578132104616993
"Rpl32",1.5824662932011e-08,-0.412285234728283,1,1,0.000581603836740199
"Cep170b",1.60058075585234e-08,0.729815433477117,0.975,0.81,0.000588261445198409
"Abi2",1.62246163141539e-08,1.053955494945,1,0.931,0.000596303323394097
"2610037D02Rik",1.64473930627015e-08,0.401911980449067,0.911,0.414,0.000604491037233467
"Ecscr",1.70637884790526e-08,0.27246432296377,0.468,0.017,0.000627145417970619
"Ctsb",1.70731250898128e-08,-1.49866580852963,0.975,1,0.000627488566425891
"Flt1",1.73520545971453e-08,0.335204041781724,0.57,0.103,0.000637740062608881
"Plekha1",1.74310350099047e-08,0.975817366653782,1,0.845,0.000640642829719029
"Ccdc40",1.74995117438205e-08,0.389352078061069,0.595,0.138,0.000643159555120636
"Rpl19-ps11",1.75110405652202e-08,-0.3918790736139,1,1,0.000643583273893538
"Ankrd50",1.77711408603278e-08,0.429300545701296,0.785,0.31,0.000653142740039627
"Acadl",1.81844127526397e-08,0.441511629668566,0.987,0.672,0.000668331721897768
"Edem1",1.82648702600666e-08,1.35574623899175,0.987,0.828,0.000671288776668227
"Tbx15",1.8342350084072e-08,-0.355084862517946,0.063,0.5,0.0006741363926399
"Apoc1",1.84044216712087e-08,-0.48172724469487,0.937,1,0.000676417709681935
"Psmb10",1.86406901295943e-08,0.40010233649301,0.962,0.776,0.000685101284332981
"Lpar6",1.9123491825361e-08,0.41169801760899,0.747,0.241,0.000702845695057493
"Eef1b2",1.93714037748734e-08,0.515162086276568,1,1,0.000711957202937924
"Fam169b",1.98912195895719e-08,-0.374861883177238,0.203,0.672,0.000731061993575535
"Cryab",1.99329124679166e-08,1.57016612231094,0.608,0.155,0.000732594331933338
"Gsta3",1.99703724389446e-08,-0.263909960664915,0.139,0.621,0.00073397109824853
"Echdc2",2.00935122112118e-08,-0.918547584245427,0.861,0.966,0.000738496854298667
"Cyfip2",2.03743881243401e-08,0.764765284432859,0.861,0.431,0.000748819886733872
"Bcat1",2.0891216615983e-08,-1.01153434951474,1,1,0.000767814884287222
"Tceal8",2.14230797975029e-08,0.965885508367297,1,0.983,0.000787362451797626
"Adam19",2.18320285550674e-08,-0.731037691098122,0.873,1,0.000802392545484394
"Kng2",2.29250730577819e-08,-0.286756186007389,0.025,0.397,0.000842565210092658
"Plxnb1",2.35195714869065e-08,0.34174993877425,0.722,0.224,0.000864414810858274
"Hnrnpab",2.36850556031467e-08,0.460958085491043,1,0.983,0.000870496848582452
"Mtus2",2.37545587484117e-08,-0.305538473553896,0.354,0.793,0.000873051297680377
"Cflar",2.40142293576596e-08,0.408476037624471,0.949,0.759,0.000882594971582063
"Gstm3",2.43577208010856e-08,-0.930633197381854,0.519,0.879,0.0008952193126023
"Dag1",2.48687952757563e-08,0.804620195982312,1,0.897,0.00091400283276987
"Gtf2h1",2.49013303795782e-08,-0.939402925163172,1,1,0.000915198595440636
"Ptp4a1",2.49013303795782e-08,0.882368022973943,1,1,0.000915198595440636
"Hook1",2.49341518107786e-08,0.730413919576855,0.962,0.741,0.000916404881501547
"Fam178b",2.52691073874201e-08,-0.828468835496089,0.43,0.897,0.000928715503809852
"Pla2g6",2.55591576510099e-08,0.380911872612582,0.937,0.517,0.000939375721147565
"Traf4",2.56307889236729e-08,0.271482519464252,0.873,0.397,0.000942008385311752
"Gldc",2.615863990275e-08,1.03213240926281,0.987,0.931,0.000961408492345772
"Ist1",2.68391331297975e-08,-1.05203256400979,0.975,1,0.000986418659919447
"Whamm",2.69694325501837e-08,-0.303044745512149,0.405,0.828,0.0009912075545169
"Gpx3",2.79978316527024e-08,0.363048731278417,0.797,0.276,0.00102900430673177
"Tmem63b",2.82278013447803e-08,0.41692220371336,0.975,0.69,0.00103745638282471
"Zfp975",2.86076749546114e-08,-1.17694952273544,0.696,0.931,0.00105141787760683
"Vcan",2.87985480812821e-08,-0.940813048399101,0.532,0.931,0.00105843303763136
"Cox8a",2.89250797440465e-08,-0.369984101633598,1,1,0.00106308345583294
"Gm7658",2.89250797440465e-08,0.41308612786734,1,1,0.00106308345583294
"Marcksl1",2.89250797440465e-08,0.667684290893176,1,1,0.00106308345583294
"Atg13",2.93423780597977e-08,-1.09226267669688,0.873,0.966,0.00107842042083174
"Lpar2",2.9450444884982e-08,0.260590667002925,0.797,0.379,0.00108239220085775
"Zmat5",3.02420562242917e-08,-0.267782251563409,0.823,0.948,0.00111148629241139
"Mycbp",3.02671062081562e-08,0.408783522439022,0.987,0.862,0.00111240695446836
"Ftx",3.0559654144892e-08,0.267469297726128,0.734,0.241,0.00112315896878722
"Chchd2",3.11668101968315e-08,-0.590418957211066,1,1,0.00114547377516415
"Ptk2b",3.13351528801645e-08,0.379728611244577,0.861,0.448,0.00115166087380469
"Aldh7a1",3.26866741271416e-08,0.899619859292027,1,0.879,0.00120133333419484
"Atpif1",3.27539847548814e-08,0.376243068613445,1,1,0.00120380720169616
"Gm13119",3.31289831208286e-08,-2.94894582872208,0.013,0.362,0.00121758951663981
"3830417A13Rik",3.33151039724465e-08,0.688556953258031,0.443,0.017,0.00122443001629933
"Ccdc93",3.35612175890256e-08,-0.552916952357245,0.671,0.948,0.00123347543004946
"Cldn4",3.44068441346086e-08,0.577612556371546,1,0.931,0.00126455474247927
"Nlrp4f",3.55420908995845e-08,-1.02302147515249,0.494,0.948,0.00130627846683243
"Nop56",3.616692183776e-08,-0.897637024233856,1,1,0.00132924287830319
"Sfmbt2",3.63226293524051e-08,1.48210848247636,0.962,0.793,0.00133496559658895
"Acss1",3.67153621208804e-08,-0.471093505958824,0.19,0.621,0.00134939970402872
"Map1b",3.70726273478299e-08,1.38330380902284,1,1,0.00136253027291479
"Rab38",3.716348892497e-08,-0.419744953092025,0.114,0.569,0.00136586970845942
"Abcc5",3.79947812933894e-08,-1.06224877781469,0.962,1,0.00139642219687594
"Dnajc5",3.80003127678606e-08,0.578674606831823,1,1,0.00139662549515718
"Dnajc7",3.80003127678606e-08,-0.73288740320583,0.987,1,0.00139662549515718
"Cd24a",3.81003799941526e-08,1.46842266809447,0.937,0.603,0.00140030326592509
"Uap1l1",3.81465179050832e-08,-0.532505439830204,0.658,0.897,0.00140199897256552
"Maml2",3.84280214166425e-08,-0.863291239989578,0.456,0.879,0.00141234507112586
"Morc4",3.8530626644828e-08,0.307912599705212,0.582,0.121,0.00141611612107736
"Sohlh2",3.92485074973203e-08,-0.564567540747244,0.139,0.569,0.00144250039604901
"Spin2c",3.92489521074095e-08,0.308669742409581,0.544,0.086,0.00144251673680362
"Ctnna1",3.99236964988757e-08,0.822997546119581,1,1,0.00146731561742318
"Bmp1",4.01134879818303e-08,0.413103799838442,0.468,0.034,0.00147429102379621
"Sema5a",4.13005612590981e-08,-0.434282607286665,0.215,0.672,0.00151791952795563
"Gm8332",4.16544436962923e-08,-2.45179049166058,0.152,0.552,0.00153092576916983
"Zcchc8",4.19413372002577e-08,-0.9533817367151,1,1,0.00154146996612107
"Igf2",4.31216987104242e-08,0.505317091665734,0.557,0.103,0.00158485179270422
"Gm9892",4.40576933501654e-08,-0.571643987155249,1,1,0.00161925240369863
"Galk1",4.51218351591399e-08,0.58122060374948,1,0.914,0.00165836280760387
"Egln1",4.60888535471069e-08,0.835233910870922,0.962,0.81,0.00169390363441682
"Jmjd1c",4.62774262098414e-08,1.05181369107721,1,0.983,0.0017008342454903
"Txnrd1",4.74275731630551e-08,0.839732714466887,1,1,0.00174310559646176
"Pnma2",4.7685515329409e-08,0.319124398062169,0.722,0.19,0.00175258574490177
"Igf1r",4.8375626266636e-08,0.696893763868399,0.975,0.741,0.00177794939217767
"Sh3bp1",5.01919092477297e-08,-0.29855449151656,0.494,0.81,0.00184470324058181
"Mapk1",5.10467343397172e-08,0.847012528422174,1,1,0.00187612062718763
"Ptp4a2",5.10467343397172e-08,0.740327720316792,1,1,0.00187612062718763
"Pgm2",5.14699936992313e-08,0.465658439792642,0.81,0.379,0.00189167667842785
"Nasp",5.23115553981143e-08,0.738327114097038,1,1,0.0019226065955469
"Nrbp2",5.27895362409294e-08,0.432545184655702,0.506,0.069,0.00194017382546288
"Gm12925",5.34217569573444e-08,-0.258289113975213,0.316,0.707,0.00196340983345328
"Ifitm2",5.36067273218623e-08,-0.601184033652782,1,1,0.0019702080492604
"Vgll3",5.36858317036427e-08,0.461322946758387,0.443,0.017,0.00197311537260398
"BC080695",5.39947658722125e-08,-2.47123021300505,0,0.328,0.00198446963010143
"Pramef6",5.39947658722125e-08,-0.264502621233887,0,0.328,0.00198446963010143
"Gm5699",5.48024662766882e-08,-2.21573708922978,0.025,0.379,0.00201415504306712
"Fth1",5.49329532464674e-08,0.763089941248702,1,1,0.00201895083066742
"Ubqln1",5.49329532464674e-08,0.986924356425163,1,0.983,0.00201895083066742
"Wfdc2",5.49329532464674e-08,-0.793583036626854,0.987,1,0.00201895083066742
"Tgfb2",5.49620276689393e-08,0.719961247901923,0.494,0.052,0.00202001940291652
"5730507C01Rik",5.52335053355801e-08,-0.259451683790934,0.747,0.879,0.00202999702159857
"Ifngr1",5.63456562141607e-08,0.340551275596415,0.924,0.552,0.00207087190283905
"Id2",5.87624825817419e-08,2.07919317997974,0.987,0.655,0.00215969752232676
"Syt11",5.87624825817419e-08,0.31294831081805,0.911,0.759,0.00215969752232676
"Cyp7b1",5.88164044697364e-08,-0.357595833464903,0.266,0.69,0.00216167931347622
"Cfh",5.89924434218919e-08,-0.264284471093375,0.025,0.379,0.00216814927308479
"Dennd2c",5.92273344888472e-08,-0.916914769117645,0.861,0.983,0.0021767822244686
"Cdyl2",6.0554455055568e-08,-0.967299794053252,0.962,1,0.00222555788665729
"Vegfc",6.07122231341935e-08,-0.313303238680236,0.165,0.586,0.00223135633685101
"Cenpm",6.20468608869455e-08,-0.732566038176907,0.962,1,0.00228040827817791
"Tmem47",6.23974306873189e-08,0.542398372012962,0.962,0.621,0.00229329277005103
"Nfia",6.32647589795628e-08,-0.267707361836722,0.671,0.914,0.00232516968677587
"Mkrn1",6.35838349942927e-08,1.29999079688285,1,1,0.00233689668754524
"Hnrnpa2b1",6.51484856273459e-08,0.596888780745918,1,1,0.00239440229226184
"Pabpc4l",6.5258908520221e-08,0.540437402439942,0.709,0.207,0.00239846066484368
"Dpys",6.64347835003015e-08,-0.412011202628695,0.633,0.966,0.00244167759798658
"Sort1",6.65042640447259e-08,0.310253109437205,0.62,0.155,0.00244423121643581
"Myo10",6.67504082557913e-08,-0.607341870742995,1,1,0.0024532777546251
"Slc39a11",6.8324380888467e-08,-0.636357062103685,0.241,0.672,0.00251112597079383
"Rps28",6.83904596217145e-08,-0.374437028294707,1,1,0.00251355456247687
