"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ldha",1.54385621099863e-20,2.11227071111897,1,1,5.67413473228325e-16
"Tbx3",1.72223386393354e-20,-1.79534534592623,0.57,1,6.32972612011492e-16
"Ywhaz",2.4190278821075e-20,1.56906425861788,1,1,8.89065317510969e-16
"Skil",3.48722935718754e-20,2.08347727111812,1,0.983,1.28166140564714e-15
"Anxa3",3.71691931839186e-20,3.38713478300486,0.861,0,1.36607935708856e-15
"Car4",3.71691931839186e-20,2.3819263631576,0.861,0,1.36607935708856e-15
"Tfcp2l1",3.7817128300037e-20,-3.08678603564784,0.987,1,1.38989291641126e-15
"Phf11d",5.37470466916869e-20,-1.80802824301201,0.494,1,1.97536520705957e-15
"Zc3hav1",5.89279223547506e-20,-3.1009442237468,0.949,1,2.16577793030415e-15
"Gm5778",6.14118404143049e-20,0.304915524056374,1,1,2.25706937074695e-15
"Cd3g",6.80421743598274e-20,-0.613027165110744,0,0.759,2.50075403424674e-15
"Gm13422",6.92962332036492e-20,0.729270437170236,1,1,2.54684445893372e-15
"Tmsb4x",7.21334136309548e-20,3.03191367255226,1,0.966,2.65111935117848e-15
"Jam2",7.58140806911113e-20,-2.39663738465703,0.734,1,2.78639490764041e-15
"Ttyh2",8.69015863384412e-20,-2.14946896850209,0.823,0.983,3.19389400269673e-15
"Col18a1",8.69079139988144e-20,2.19702644925183,1,0.69,3.19412656319842e-15
"Xlr3c",8.97167314895863e-20,-0.900673718236075,0.025,0.81,3.29735903243676e-15
"Adam23",9.50594753108315e-20,1.01052621140225,1,0.31,3.49372089609899e-15
"Gm12463",9.76938827784745e-20,-0.606444716132852,0.114,0.897,3.59054327375727e-15
"Pea15a",1.10366795835452e-19,1.60539768077276,0.886,0.086,4.05631084734038e-15
"Gadd45a",1.22198921300093e-19,0.719737635017682,0.987,0.707,4.49117695454232e-15
"Cgn",1.26536009146268e-19,2.68369726010225,1,0.707,4.65057794415278e-15
"Coil",1.31469060160131e-19,-1.65732102532413,0.949,1,4.83188236806529e-15
"Slc7a11",1.36493514345671e-19,0.255404548767485,1,0.897,5.01654613274644e-15
"Foxp1",1.56022852363313e-19,1.77277526364635,1,0.638,5.73430789290886e-15
"Sfrp1",1.61606617355225e-19,-2.68293796185058,0.646,0.983,5.93952800765657e-15
"Pclaf",1.80673408923488e-19,1.72020220475477,1,0.914,6.64028979816494e-15
"Gm5620",1.88366407869751e-19,0.278345247726395,1,1,6.92303058843695e-15
"Morc1",2.30044769233731e-19,-2.25064830895791,0.785,1,8.45483540364733e-15
"Epcam",2.38951786906218e-19,1.91322635335288,1,0.948,8.78219502416421e-15
"Spp1",2.48709947134392e-19,-2.63832993296172,1,1,9.14083668703032e-15
"Cnn2",2.51924479393322e-19,2.76447443899491,0.987,0.466,9.25898039114278e-15
"Gm6767",2.69217076219939e-19,0.260464405157972,1,1,9.89453520231141e-15
"Jakmip1",2.9274585382016e-19,-0.866719396589755,0.456,0.983,1.07592883654523e-14
"Krt18",2.92901064736962e-19,5.89449359104522,1,0.276,1.07649928322776e-14
"Gm11675",3.03148675924361e-19,0.337413535321129,1,0.983,1.1141623286248e-14
"Zeb1",3.19278254330411e-19,-0.747943103744267,0.089,0.879,1.17344336814056e-14
"Gm6548",3.41299325611853e-19,0.539239739441077,1,1,1.25437741142124e-14
"Acta2",3.64665827936562e-19,2.14399892304517,0.899,0.155,1.34025631741524e-14
"Gm12504",3.69329956984089e-19,0.273538260483012,1,1,1.35739839090362e-14
"Rps18-ps1",3.84186295675301e-19,0.325656743975,1,1,1.41199989249543e-14
"Basp1",4.34979763483271e-19,0.615049565876291,1,0.534,1.59868112473006e-14
"Eif3s6-ps1",5.06063627116158e-19,0.250243484322165,1,1,1.85993564874002e-14
"Fbxo15",5.36257451244221e-19,-3.67273850344365,0.861,1,1.97090701055789e-14
"Mal2",6.73760324258008e-19,1.50661289278605,0.823,0,2.47627131974546e-14
"Gm15427",6.9258712460451e-19,-0.907652257473518,1,1,2.54546545905896e-14
"Odc1",6.9258712460451e-19,1.64516490699569,1,0.983,2.54546545905896e-14
"C130074G19Rik",7.0442424551795e-19,-0.314770127426558,0.127,0.897,2.58897042955212e-14
"Gm8399",7.20230358294249e-19,0.787715860748647,1,1,2.64706263583885e-14
"Gm14150",8.09866781279147e-19,0.354427216556446,1,1,2.97650338123525e-14
"Lin28b",8.47664627124347e-19,0.935119771556484,0.899,0.121,3.11542180407011e-14
"Xlr4a",8.80365752039565e-19,-0.365888862136132,0,0.724,3.23560824847101e-14
"Gm14857",9.32401282936496e-19,0.267809631860206,1,0.828,3.4268544351765e-14
"Gm13341",9.46721957843547e-19,0.833748379369509,1,1,3.47948721166239e-14
"Fam25c",9.70646468751771e-19,-0.774190446110082,0.494,0.983,3.56741696660338e-14
"Ap1m2",1.18382426318974e-18,1.2014184637525,0.987,0.207,4.35090931450126e-14
"Calcoco2",1.28431182118442e-18,-1.5915758926009,0.582,1,4.72023123639911e-14
"Acta1",1.3895727972755e-18,4.65362651903555,0.975,0.603,5.10709690182666e-14
"Slc1a3",1.44339317886454e-18,1.08713767263155,0.949,0.259,5.30490295028085e-14
"Uty",1.45684438685184e-18,-1.11819068292548,0.19,0.845,5.35434017499656e-14
"Gm5560",1.56928344133852e-18,0.729069428877512,1,1,5.76758743195146e-14
"Pkp2",1.68813174537486e-18,1.16145155128011,1,0.431,6.20439060377623e-14
"Gm12245",1.6956852327115e-18,0.29743105680609,1,0.983,6.23215193578458e-14
"Tfap2a",1.72915189053599e-18,-0.252084515582489,0.127,0.862,6.35515194328693e-14
"Gm13092",1.83213096082672e-18,0.59111732801718,1,1,6.73363092032643e-14
"Lrrfip1",1.90355155166416e-18,1.36851706599491,0.987,0.207,6.99612301783127e-14
"Gm13230",1.97761415266772e-18,-1.48060071209054,0.949,1,7.26832529529968e-14
"H2-M6-ps",2.13894579729845e-18,-1.11027016741581,0.342,0.983,7.86126748881099e-14
"Zfp993",2.69478653541186e-18,-0.28475559682577,0.987,1,9.90414895359922e-14
"Slc15a1",2.81441320420751e-18,-0.479365006553545,0.253,0.897,1.03438128494239e-13
"Rps19-ps7",3.0243772593091e-18,0.261039332476292,1,1,1.11154937411387e-13
"Trap1a",3.24957327363653e-18,-1.91327184933827,0.911,1,1.19431566525963e-13
"Nedd4",3.26590079374616e-18,1.45178073395071,1,1,1.20031651872552e-13
"Kit",3.27813841702976e-18,-2.19709627118438,0.785,1,1.20481421241095e-13
"Platr22",4.36924109475961e-18,1.56464989271683,0.987,0.328,1.605827179557e-13
"Asns",4.61053829515367e-18,-1.98780042333724,1,1,1.69451113961783e-13
"Spry4",5.02380464460885e-18,1.58376087073399,0.835,0.069,1.84639892103309e-13
"Dstn",5.58033689310779e-18,2.10806696428045,1,1,2.05094121832391e-13
"Aurkc",5.58578466807624e-18,-0.662745446419831,0.152,0.862,2.05294343905806e-13
"Ass1",5.76863773330048e-18,-1.40844312979975,0.911,1,2.12014742611992e-13
"Gm12346",5.79719296612267e-18,1.08902735558612,1,1,2.13064233083907e-13
"Eif2s2",6.02236335719541e-18,-1.2899691431754,1,1,2.21339920467003e-13
"Pgk1",6.25616240239663e-18,1.29637455903434,1,0.983,2.29932736775283e-13
"Tceal9",6.25616240239663e-18,2.40087924006072,1,1,2.29932736775283e-13
"AI662270",7.88370432743245e-18,-0.55749768076349,0.101,0.81,2.89749785146125e-13
"Pdk1",7.90925504835781e-18,1.65322326934874,0.987,0.448,2.90688850792295e-13
"Dusp6",8.30782586120139e-18,1.25154267721078,0.949,0.207,3.05337523876735e-13
"Tdpx-ps1",8.47897742837559e-18,0.312315835367323,1,0.983,3.11627857425088e-13
"Lima1",9.14683738720161e-18,-1.92269439721415,1,1,3.36173714491821e-13
"Enpp3",9.28482012179993e-18,1.7791814732666,0.924,0.207,3.41244993936513e-13
"Rpsa",1.02471038987468e-17,-0.987139954419518,1,1,3.7661180959064e-13
"Noct",1.28430106261337e-17,2.25761590246125,1,0.931,4.72019169542291e-13
"2610005L07Rik",1.43930303331981e-17,-0.363175935538127,0.987,1,5.28987043836028e-13
"Mest",1.53685630843012e-17,1.63170528674401,1,0.586,5.64840799037321e-13
"Adk",1.67022246844193e-17,1.80921515204931,1,0.914,6.13856863826462e-13
"Gm13050",2.0185719441512e-17,0.301221015054689,1,1,7.41885746633891e-13
"Zdbf2",2.09496545511103e-17,1.59477745916486,1,0.948,7.69962653716957e-13
"Nexn",2.14408791039858e-17,0.71766028101828,0.886,0.138,7.88016629708789e-13
"Tuba1a",2.17569190743115e-17,2.81611119476423,1,1,7.99632046738171e-13
"Cd276",2.19671883390222e-17,0.809123045438898,0.987,0.293,8.07360073024083e-13
"Kat6b",2.34486592588951e-17,-2.0400355914487,1,1,8.61808573742172e-13
"Rec114",2.4709237792717e-17,-0.400001473438799,0.152,0.862,9.08138616595727e-13
"Gm21399",2.52700494531801e-17,0.803190385140429,1,1,9.28750127552729e-13
"Gng3",2.56096575047446e-17,1.15637871197367,0.949,0.621,9.41231742271878e-13
"Zfp985",2.93416557214214e-17,-1.72423297394071,1,1,1.0783938727294e-12
"2410137M14Rik",3.12359198037948e-17,-0.56294206080773,0.215,0.897,1.14801376054887e-12
"Aspa",3.24378013730275e-17,-1.17771997932416,0.152,0.828,1.19218651386288e-12
"Cthrc1",3.2935559915327e-17,0.48344864927246,0.873,0.103,1.21048063356801e-12
"Gm26623",3.40590851581217e-17,0.354676164756752,1,1,1.25177355681645e-12
"Npc2",3.40590851581217e-17,-1.57809302561614,0.987,1,1.25177355681645e-12
"S100a6",3.56222437130126e-17,2.04692980555587,0.962,0.293,1.30922432318435e-12
"Eif1ax",3.80810428887794e-17,1.30126867711776,1,1,1.39959256929131e-12
"Pkm",3.80810428887794e-17,1.27245017043359,1,1,1.39959256929131e-12
"Pgam1",3.95231165128944e-17,0.815045015711146,1,1,1.45259310119841e-12
"Notum",4.61005592160561e-17,-0.356709862403907,0.152,0.879,1.69433385286771e-12
"Cavin1",5.09161046363764e-17,3.08332420451056,1,0.586,1.87131959370074e-12
"Map7d3",5.35302958541415e-17,0.678122634010322,0.772,0.017,1.96739896352726e-12
"Gm16439",6.08516427485043e-17,0.330110953713298,0.987,0.552,2.23648042593578e-12
"Arhgap29",6.22605198682233e-17,1.47100545821541,0.886,0.155,2.28826088671681e-12
"Gas5",6.39678166812741e-17,-0.935408187090655,1,1,2.35100916648687e-12
"Car8",6.79131221430075e-17,-0.800981901172352,0.101,0.81,2.49601097812195e-12
"Phlda2",6.86117002949078e-17,0.986788729520203,1,0.5,2.52168582093874e-12
"Tpm1",6.88668705953541e-17,4.62532571644268,1,0.983,2.53106409499105e-12
"Slc2a1",7.14474580727118e-17,3.00452120015456,1,0.966,2.62590842654638e-12
"Gm6485",7.41355711472276e-17,0.610889001035766,1,1,2.72470464637406e-12
"Lamb1",7.67407196357329e-17,1.18339129063017,1,0.483,2.82045166877209e-12
"Igsf9",7.67755026740375e-17,0.400201338770956,0.848,0.086,2.8217300497789e-12
"Clca4a",7.88489460738972e-17,0.585099014122268,0.848,0.052,2.89793531505394e-12
"Slit2",8.18804733172375e-17,-0.50084276059081,0.114,0.793,3.00935303582843e-12
"Klf2",9.24443398612212e-17,-1.00996249555236,0.987,1,3.39760682291946e-12
"Gstp1",9.59019587532073e-17,-1.2379967601059,1,1,3.52468469005663e-12
"Ptprf",9.94545625064569e-17,1.64949597329431,1,0.948,3.65525353579981e-12
"Gm6055",9.94870372428384e-17,-0.601729048516281,1,1,3.65644707978604e-12
"Bex4",1.07058250624207e-16,1.06584960888305,1,0.983,3.93471188519148e-12
"Rlim",1.07058250624207e-16,2.11423606712492,1,1,3.93471188519148e-12
"Steap1",1.07794796871925e-16,0.745180554080944,0.835,0.069,3.96178216943385e-12
"Elobl",1.11435762081806e-16,-0.435702900885328,0.354,0.966,4.09559856379263e-12
"Mif",1.15197024401143e-16,0.878085151886105,1,1,4.23383623781521e-12
"Xlr4b",1.19279581186292e-16,-0.502413623229741,0,0.655,4.38388244733978e-12
"Sh3bgrl",1.228880333457e-16,1.30453911108454,0.962,0.293,4.51650388955451e-12
"Gm13228",1.24898014007817e-16,-1.18144869543459,0.291,0.914,4.59037670882929e-12
"Zfp600",1.36475676397421e-16,-0.59371449442636,0.873,1,5.01589053463442e-12
"Gm4540",1.38309420216166e-16,0.38361257160267,1,1,5.08328612120474e-12
"Eif2s3y",1.39369340275358e-16,-1.31398268174265,0.051,0.741,5.12224136314025e-12
"Gm6382",1.43441357725177e-16,0.545558018373871,1,0.966,5.27190022047342e-12
"Ccdc141",1.57178293823255e-16,-1.99778808908137,0.392,0.931,5.77677383288609e-12
"Mcf2",1.62351705309559e-16,-1.33919448585623,0.468,0.966,5.96691222524222e-12
"Gm8186",1.72137719219557e-16,0.516391338843859,1,1,6.32657759447638e-12
"Selenow",1.85133820301169e-16,-0.949137197872912,1,1,6.80422329752888e-12
"Sdc4",2.75903968790434e-16,-2.71480949738222,1,1,1.01402985649548e-11
"Tpm2",2.90806515909206e-16,1.04411084381159,0.937,0.31,1.06880118792111e-11
"Sp100",2.93762837938933e-16,-0.800034919934039,0.025,0.672,1.07966655827696e-11
"Actn4",3.07498703043762e-16,1.45500010082432,1,0.983,1.13014998329674e-11
"Gm5844",3.18802813118232e-16,0.797900436821736,1,1,1.17169597905344e-11
"Stap2",3.23116823291637e-16,0.361148722065068,0.911,0.172,1.18755126064375e-11
"Gm6180",3.68261476034241e-16,0.383174347759322,1,1,1.35347140286865e-11
"Fndc3c1",3.70615629828094e-16,0.919308847571346,0.734,0,1.36212362430719e-11
"Pmp22",3.70615629828094e-16,1.90185141643372,0.734,0,1.36212362430719e-11
"Zscan4d",3.89997164560951e-16,-4.92860227313038,0,0.638,1.43335657891086e-11
"Serpinb1a",3.92080545053042e-16,-1.00167336095295,0.114,0.81,1.44101362723344e-11
"Tcl1",4.08004973932704e-16,-2.22208920715971,0.658,1,1.49954068069487e-11
"Gpx1",4.10248078123538e-16,-1.30806152134514,1,1,1.50778476152744e-11
"Etfb",4.2526573201489e-16,-1.26315286477734,1,1,1.56297914487433e-11
"Tnni1",4.33217917746594e-16,-0.747069158552025,0.063,0.724,1.59220581309406e-11
"Lrp2",4.43258897344304e-16,2.12845678013397,0.987,0.328,1.62910942540952e-11
"Soat1",4.57504666454749e-16,1.26225922293229,0.975,0.552,1.68146690062114e-11
"Lpar1",4.63319456022174e-16,-1.84419954858088,0.519,0.983,1.7028379967183e-11
"Hspd1-ps3",4.90946817816062e-16,0.748456650412187,1,1,1.80437683951937e-11
"Epha4",5.09041739626597e-16,-1.54609179835931,0.468,0.983,1.87088110564963e-11
"Gm12892",5.2514693358241e-16,-0.364444440652341,0.911,1,1.93007252499543e-11
"Slc16a3",5.37405585954026e-16,0.30327480167431,0.962,0.328,1.97512675005683e-11
"Pou2f3",5.72520359507603e-16,-0.418470521361451,0.101,0.81,2.10418407729829e-11
"Nhs",5.88960706374692e-16,0.582412665751857,0.747,0.017,2.1646072841389e-11
"Dusp22",6.04643478346283e-16,0.363969476231146,0.785,0.034,2.22224617596609e-11
"Rpl10l",6.1024038815567e-16,-1.4583943525143,0.494,0.966,2.24281649858853e-11
"Bnip3",6.17401137964854e-16,2.43458648738935,0.987,0.707,2.26913440236223e-11
"Prrg4",6.48751486452364e-16,0.882084868790542,0.949,0.379,2.38435633815837e-11
"Map1lc3b",7.27599959365578e-16,-1.62091731353232,1,1,2.67414813065631e-11
"Gm5424",7.50765982555972e-16,-1.48260570541134,0.911,1,2.75929021568796e-11
"Fhl1",7.92066947600318e-16,2.27690810366989,0.987,0.586,2.91108365251545e-11
"Prtg",7.96509230835148e-16,3.2555316275647,1,0.672,2.92741037608842e-11
"Cst3",8.39033204802097e-16,-1.18860698358865,0.987,1,3.08369873760915e-11
"Agpat4",8.61968734603027e-16,0.76658199461161,0.886,0.241,3.1679936902865e-11
"Gjb3",9.63290363962279e-16,-1.93576917755331,0.861,0.983,3.54038107467056e-11
"Peg3",1.11462576663438e-15,2.58592487726295,1,0.966,4.09658408011132e-11
"Cox7b",1.11471054672715e-15,0.797108897597707,1,1,4.09689567238631e-11
"Zscan4f",1.25425995853245e-15,-2.48190079343099,0,0.621,4.60978162559431e-11
"Nfatc2ip",1.28233284910033e-15,-1.092770848744,0.949,0.983,4.71295792029845e-11
"Gm12734",1.28427670364205e-15,0.335657408892725,1,1,4.72010216889562e-11
"Calm1",1.33049246233647e-15,1.12089216027318,1,1,4.88995894682524e-11
"Gm6807",1.37834555045011e-15,0.252560118698222,1,1,5.06583340156928e-11
"Ina",1.4094166005223e-15,1.19585688502097,0.924,0.293,5.18002883189961e-11
"Renbp",1.48690771474509e-15,-1.82261505904161,0.886,0.983,5.46483192400261e-11
"Pi4k2b",1.48803394396929e-15,0.935127183795451,0.975,0.466,5.46897115427034e-11
"Pdlim7",1.53485922011593e-15,1.29916890084526,0.987,0.741,5.64106809169207e-11
"Slc40a1",1.53785357327867e-15,1.64209441314537,0.81,0.069,5.65207323787111e-11
"Tubb6",1.58062696218906e-15,2.60247313117429,1,0.879,5.80927827413345e-11
"Nupr1",1.68790329676985e-15,-2.38675658464528,0.886,1,6.20355098661824e-11
"2010204K13Rik",1.71504480287691e-15,0.357778800580075,0.975,0.466,6.30330416401352e-11
"Sema3e",2.22240282289692e-15,1.06570771273673,0.734,0.034,8.16799709499304e-11
"Nt5dc2",2.29378843060803e-15,0.977257043948136,1,0.569,8.4303606190137e-11
"Plagl1",2.62766778503151e-15,-0.955640256604073,0.253,0.948,9.6574674103263e-11
"Zfp978",2.68572376871187e-15,-0.805450183466697,0.949,1,9.87084056714675e-11
"Eif4a2",2.88231366781896e-15,-1.33046835612406,1,1,1.0593367423335e-10
"Myh13",2.91297440677914e-15,-0.348728802264366,0.025,0.655,1.07060548372354e-10
"Gm26624",2.97244142584033e-15,-1.13242994483209,0.911,1,1.0924613972391e-10
"Lap3",2.98475192168358e-15,-1.47309849679069,1,1,1.09698587377636e-10
"Nme1",2.98475192168358e-15,0.679895520065334,1,1,1.09698587377636e-10
"Wtap",3.09077306524728e-15,-1.32247311136683,1,1,1.13595182467033e-10
"Ttc28",3.09922139787732e-15,-0.612380168225799,0.266,0.931,1.13905684036185e-10
"Slc39a14",3.1155712634482e-15,0.30816160069885,0.81,0.086,1.14506590645512e-10
"Nid1",3.16951712593326e-15,-2.23472275867054,0.709,1,1.16489262929425e-10
"Dleu2",3.28493056937265e-15,-1.6887943122781,0.886,1,1.20731053216153e-10
"Rps18",3.31406111842563e-15,-0.714555715217729,1,1,1.21801688285497e-10
"Cd3d",3.37854461463527e-15,-0.392903126352619,0.114,0.724,1.2417165022169e-10
"Steap2",3.64889185716809e-15,1.17037117524772,0.861,0.224,1.34107722426499e-10
"Pla1a",3.8145143114523e-15,-1.24090886338823,0.266,0.914,1.40194844488806e-10
"Rpl18",3.94413609868229e-15,-0.674714695735872,1,1,1.4495883403487e-10
"Cdkn1a",4.22179908340034e-15,-1.76544264996643,0.937,1,1.55163781712213e-10
"Cln6",4.27855261035388e-15,1.08541736860756,0.987,0.569,1.57249644088336e-10
"Gbp2",4.61482102726626e-15,1.46413371060298,0.696,0,1.69608517215117e-10
"Plac8",4.61482102726626e-15,0.299020235513252,0.696,0,1.69608517215117e-10
"Nudt5",4.69044324431565e-15,1.44012337662128,1,0.948,1.72387860558333e-10
"Hsp90b1",5.20566083795871e-15,1.42618118710311,1,1,1.91323652777497e-10
"Myc",5.23409110082153e-15,0.550138404036021,0.886,0.172,1.92368550228494e-10
"Arl4c",5.29116505762757e-15,0.748592472778913,0.835,0.19,1.94466189362986e-10
"Dnmt3l",5.65407898678225e-15,1.79929707933157,0.911,0.259,2.07804365001208e-10
"Atp5g1",5.97782228018705e-15,-0.840656489771298,1,1,2.19702902263715e-10
"Rapsn",6.0548763718986e-15,-0.648418039516457,0.114,0.776,2.22534871296389e-10
"Zscan4c",6.24437668119493e-15,-5.25064031542027,0.013,0.621,2.29499576163957e-10
"Ildr1",7.14723105456054e-15,-1.25398769249917,0.494,0.948,2.62682182948263e-10
"Gm3531",7.35190936295413e-15,0.621095723669817,1,1,2.70204724816653e-10
"Pdp2",8.0239023008944e-15,-2.38055799014152,0.861,1,2.94902481264772e-10
"Gm9800",8.15115452881097e-15,0.775937766494117,1,1,2.9957938239739e-10
"Nnat",8.24790410963282e-15,0.463081899651011,0.785,0.069,3.03135219741335e-10
"Zyx",9.41927466687524e-15,1.81701940972993,0.886,0.259,3.46186601831666e-10
"Ssbp3",1.05998564577236e-14,1.44784210921214,1,0.828,3.89576524390717e-10
"Fbp2",1.08656406466381e-14,-0.926251132162839,0.089,0.707,3.9934489068589e-10
"Bag2",1.11277151431865e-14,0.674569540264991,0.81,0.103,4.08976914657535e-10
"Ttn",1.14551327414516e-14,-2.10666022009806,0.658,0.983,4.21010493646571e-10
"Tmem54",1.16000024203409e-14,0.275100582136534,0.696,0.017,4.2633488895479e-10
"Tmem88",1.17654753144958e-14,0.399886266065489,0.899,0.259,4.32416514233665e-10
"Uqcr10",1.18831174762181e-14,-0.709198593955128,1,1,4.36740216603445e-10
"Gm13580",1.25220029239283e-14,-0.687448181537735,0.152,0.776,4.60221173463137e-10
"Selenoi",1.28927474772852e-14,0.994039429980053,0.962,0.431,4.73847148032663e-10
"Fkbp10",1.39267133792938e-14,0.509345190734548,0.734,0.052,5.11848496829187e-10
"Ash2l",1.4581880128649e-14,-1.81731648524822,1,1,5.35927840368238e-10
"Rpl36",1.4581880128649e-14,-0.691247748588413,1,1,5.35927840368238e-10
"Aldh1l1",1.59452122753879e-14,-1.0553322328324,0.139,0.759,5.86034386757333e-10
"Timm21",1.61859407143403e-14,0.816730780839187,0.949,0.259,5.9488187907415e-10
"Zfas1",1.670731429728e-14,-1.05622606240652,1,0.983,6.14043922367931e-10
"Gm53",1.88270177538855e-14,-0.409017564299317,0.152,0.793,6.91949383508555e-10
"Saa3",1.91972247893645e-14,-0.259755921613131,0.051,0.672,7.05555602683514e-10
"Hoxc13",1.95823246854017e-14,-0.361496195393914,0.203,0.828,7.19709179162568e-10
"Dazl",2.1174039320835e-14,-2.22025794298715,0.43,0.983,7.78209467158649e-10
"1500009L16Rik",2.26861141061763e-14,0.664715819318941,0.911,0.328,8.33782751744297e-10
"1700024B05Rik",2.41348118324864e-14,-0.31783515457277,0.089,0.707,8.87026739279374e-10
"Vmn2r-ps20",2.50178818089206e-14,-1.04565797384771,0.316,0.897,9.19482210123259e-10
"E330020D12Rik",2.50996354897065e-14,-0.470545506902204,0.304,0.897,9.22486903153184e-10
"Slc7a7",2.51554137427659e-14,1.14698196247184,0.962,0.259,9.24536921287875e-10
"Actr2",2.96895799650841e-14,0.980796471323037,1,1,1.09118113245674e-09
"Hpn",3.06834985493526e-14,0.27771067295823,0.709,0.034,1.12771062218435e-09
"Sfn",3.06847004459131e-14,1.33333106751867,1,0.931,1.12775479548864e-09
"Cbx5",3.07057082730687e-14,1.29013359150824,1,1,1.1285268961601e-09
"Gls",3.17560204829108e-14,1.59598332606754,1,0.983,1.16712902080842e-09
"Ppia",3.17560204829108e-14,0.57815266907887,1,1,1.16712902080842e-09
"Nanog",3.28416459833319e-14,-1.85756819763364,1,1,1.2070290148254e-09
"1700049E17Rik2",3.38703690393225e-14,-0.405722437101741,0.013,0.603,1.24483767330222e-09
"Vwf",3.39190798763459e-14,-0.576636355511685,0.19,0.845,1.24662794269534e-09
"Tpi1",3.39637507721735e-14,1.37136558313383,1,1,1.24826973212969e-09
"Id1",3.57076313105089e-14,0.51774434883247,0.835,0.121,1.31236257355513e-09
"AF067061",3.78836279934205e-14,-0.5952947218429,0,0.569,1.39233697964219e-09
"Hormad2",3.79400922468955e-14,-0.740190297233864,0.177,0.81,1.39441221035015e-09
"Gm9625",3.88416302373598e-14,0.657488584378978,1,1,1.42754643611368e-09
"Armcx2",4.12098222600234e-14,0.802922454937512,0.772,0.086,1.51458459752264e-09
"Gm21811",4.15326539948566e-14,-0.476098116205663,1,1,1.52644963227296e-09
"Selenoh",4.15326539948566e-14,-0.839868461553873,1,1,1.52644963227296e-09
"Rps20",4.44067996173414e-14,-0.813615755797649,1,1,1.63208310633615e-09
"Pxdn",4.53740249428628e-14,0.634081098172522,0.759,0.069,1.66763153872504e-09
"Rpl13",4.59163337798421e-14,-0.671266033162346,1,1,1.68756301541054e-09
"Zfp42",4.74762953739716e-14,-1.48463364454512,1,1,1.74489628387958e-09
"Ece1",4.78520772220303e-14,0.682759487034008,0.987,0.431,1.75870739414128e-09
"Fetub",4.92691223683914e-14,-0.720889127059321,0.342,0.897,1.81078805440549e-09
"Gm10132",5.60923021893788e-14,-0.428556247765288,1,1,2.06156038236624e-09
"Myl9",6.20289585451806e-14,0.867007048007589,0.696,0.034,2.27975031341102e-09
"Atp5b",6.40764501721667e-14,-0.96668150388541,1,1,2.35500177317764e-09
"Cfl1",6.62410130215209e-14,0.794076066889204,1,1,2.43455595157996e-09
"Dbn1",8.35698465396769e-14,0.31558049930827,0.696,0.052,3.07144256987274e-09
"Arl14epl",8.48829228485369e-14,-0.356495905448677,0.101,0.724,3.11970206345228e-09
"Rbms1",8.89229122943098e-14,1.89560849758061,1,0.879,3.26818379555277e-09
"Zfp989",8.92286120660998e-14,-0.414363801788125,0.962,1,3.27941917926537e-09
"Ostf1",8.92521678635807e-14,-1.37093934812913,0.987,1,3.28028492549018e-09
"Rex2",9.12517397257848e-14,-0.428713260619973,0.873,1,3.35377519014177e-09
"Sin3b",9.22499653976201e-14,-1.2744090040504,1,1,3.39046297825873e-09
"Rps19",9.53466728337889e-14,-0.674866781447832,1,1,3.50427626666024e-09
"Nav2",9.62126473475992e-14,0.792027863433705,1,0.776,3.53610342796632e-09
"Rhoc",9.88201717932133e-14,0.83416257794625,0.962,0.517,3.63193777391597e-09
"Fam53b",1.01336118588763e-13,-0.541417398409576,0.367,0.914,3.7244063664928e-09
"Ywhae",1.0184973006173e-13,0.740737236344048,1,1,3.74328312895876e-09
"Slfn9",1.13354742673119e-13,-0.682299588550049,0.241,0.879,4.16612685746513e-09
"Hdgf",1.1619067566921e-13,1.06011007604785,1,1,4.27035590287046e-09
"Fam60a",1.32511316135329e-13,1.38676281003806,1,1,4.87018840192176e-09
"Ier3",1.38136241153374e-13,0.821791918228916,0.797,0.138,5.07692127110997e-09
"Tdh",1.454161517087e-13,-1.44353832579094,0.899,1,5.34447982374985e-09
"Rbx1-ps",1.46210688496916e-13,0.334894743010133,1,1,5.37368143432717e-09
"Calca",1.49450536569356e-13,0.351394554894595,0.747,0.069,5.49275557053354e-09
"Gm13835",1.51079299501093e-13,0.539334923237152,1,1,5.55261749456367e-09
"Dok2",1.51247466565794e-13,0.78839652344016,0.835,0.155,5.55879813869262e-09
"Zfhx2",1.58747863837308e-13,-0.523258171809648,0.671,0.983,5.8344602396126e-09
"2510009E07Rik",1.59376220487349e-13,-0.405740817593806,0.013,0.569,5.85755423157155e-09
"Rpl39l",1.73122737419839e-13,-0.588947455218364,0.278,0.845,6.36277996839134e-09
"Pof1b",1.73727625468907e-13,-0.621982428239719,0.013,0.569,6.38501141885874e-09
"F3",1.78593694967931e-13,1.76724258098368,0.747,0.069,6.56385407115639e-09
"Lncenc1",1.80465426828049e-13,-1.72592239800729,0.848,1,6.63264583221129e-09
"Emb",1.82404778436467e-13,1.47392719563933,1,0.845,6.70392282187548e-09
"Pdlim2",1.91774401037206e-13,0.443252497825044,0.696,0.069,7.04828456132042e-09
"Fzd7",1.94690900255318e-13,0.34821582604989,0.924,0.31,7.15547465708369e-09
"Aldoa",2.16348696785804e-13,1.05464194869698,1,1,7.95146365296864e-09
"Prmt2",2.21536254907294e-13,0.703034888730082,0.696,0.069,8.14212197660777e-09
