"","GeneID","Cluster"
"6396","Fbxl17","cluster1"
"6397","Pias2","cluster1"
"6398","Trim24","cluster1"
"6399","Fam53c","cluster1"
"6400","Mcm8","cluster1"
"6401","Slc9a1","cluster1"
"6402","Tinf2","cluster1"
"6403","4930422G04Rik","cluster1"
"6404","Zfp628","cluster1"
"6405","5730508B09Rik","cluster1"
"6406","1810011H11Rik","cluster1"
"6407","Chpf2","cluster1"
"6408","Pnp2","cluster1"
"6409","Ankrd16","cluster1"
"6410","Idi1","cluster1"
"6411","Enpp4","cluster1"
"6412","Rnf125","cluster1"
"6413","Hebp1","cluster1"
"6414","Mms22l","cluster1"
"6415","Brca1","cluster1"
"6416","Kntc1","cluster1"
"6417","Slfn9","cluster1"
"6418","Chtf18","cluster1"
"6419","Scmh1","cluster1"
"6420","Nsf","cluster1"
"6421","Cpsf1","cluster1"
"6422","Cstf2t","cluster1"
"6423","Limk2","cluster1"
"6424","Pgap2","cluster1"
"6425","Taf2","cluster1"
"6426","Heatr5a","cluster1"
"6427","Morn2","cluster1"
"6428","Dnmt3b","cluster1"
"6429","BC024659","cluster1"
"6430","Trim44","cluster1"
"6431","Zscan21","cluster1"
"6432","A530054K11Rik","cluster1"
"6433","Slc35f5","cluster1"
"6434","Eif2ak2","cluster1"
"6435","Tjap1","cluster1"
"6436","Irgm1","cluster1"
"6437","Atxn3","cluster1"
"6438","Foxn3","cluster1"
"6439","Pan2","cluster1"
"6440","2310061J03Rik","cluster1"
"6441","Gtf2h3","cluster1"
"6442","Mthfsd","cluster1"
"6443","Galnt7","cluster1"
"6444","Cstf1","cluster1"
"6445","Pus10","cluster1"
"6446","Ecsit","cluster1"
"6447","Nsun5","cluster1"
"6448","Mrps27","cluster1"
"6449","Ttc27","cluster1"
"6450","Abca2","cluster1"
"6451","Steap3","cluster1"
"6452","Ppp6r1","cluster1"
"6453","Snx14","cluster1"
"6454","Gnl1","cluster1"
"6455","Cenpb","cluster1"
"6456","Scamp4","cluster1"
"6457","Tmem173","cluster1"
"6458","Atp13a2","cluster1"
"6459","Bcl2","cluster1"
"6460","Cisd3","cluster1"
"6461","Gbp3","cluster1"
"6462","Nol9","cluster1"
"6463","Gnptab","cluster1"
"6464","Tmem176a","cluster1"
"6465","Serpinf1","cluster1"
"6466","Nsmaf","cluster1"
"6467","Snx30","cluster1"
"6468","Tmem229b","cluster1"
"6469","Casp6","cluster1"
"6470","Mccc1","cluster1"
"6471","Pus7l","cluster1"
"6472","Abi2","cluster1"
"6473","Ints2","cluster1"
"6474","Skp2","cluster1"
"6475","Bambi","cluster1"
"6476","Klhdc10","cluster1"
"6477","2310003L22Rik","cluster1"
"6478","Zfp560","cluster1"
"6479","Entpd6","cluster1"
"6480","Atrip","cluster1"
"6481","Ung","cluster1"
"6482","Ebpl","cluster1"
"6483","Gm14295","cluster1"
"6484","Exosc2","cluster1"
"6485","Wdr4","cluster1"
"6486","Sh2d5","cluster1"
"6487","Stat5a","cluster1"
"6488","4930572J05Rik","cluster1"
"6489","Shmt1","cluster1"
"6490","Pex14","cluster1"
"6491","Spryd4","cluster1"
"6492","Fastkd3","cluster1"
"6493","Noc3l","cluster1"
"6494","Zc3h7b","cluster1"
"6495","Wdr34","cluster1"
"6496","Nupl1","cluster1"
"6497","Zbed6","cluster1"
"6498","Lrrc57","cluster1"
"6499","Fbxl15","cluster1"
"6500","Med23","cluster1"
"6501","Bbc3","cluster1"
"6502","Slc25a20","cluster1"
"6503","Pcgf1","cluster1"
"6504","Ppox","cluster1"
"6505","Ppcdc","cluster1"
"6506","Galnt4","cluster1"
"6507","Zfp942","cluster1"
"6508","Vegfa","cluster1"
"6509","Dennd2d","cluster1"
"6510","Zfp943","cluster1"
"6511","Kctd9","cluster1"
"6512","Myo1c","cluster1"
"6513","Fez2","cluster1"
"6514","Recql5","cluster1"
"6515","Ndrg1","cluster1"
"6516","Zfp143","cluster1"
"6517","Vkorc1l1","cluster1"
"6518","Slc25a25","cluster1"
"6519","Nedd1","cluster1"
"6520","Mtif3","cluster1"
"6521","Zranb1","cluster1"
"6522","Zfp646","cluster1"
"6523","Tbc1d8b","cluster1"
"6524","Arhgap39","cluster1"
"6525","Top3a","cluster1"
"6526","Rhbdd1","cluster1"
"6527","Zkscan6","cluster1"
"6528","2210018M11Rik","cluster1"
"6529","Hace1","cluster1"
"6530","Mtrf1l","cluster1"
"6531","Athl1","cluster1"
"6532","Fam113b","cluster1"
"6533","Fam149b","cluster1"
"6534","Cdk5r1","cluster1"
"6535","Tshr","cluster1"
"6536","9930021J03Rik","cluster1"
"6537","4632411B12Rik","cluster1"
"6538","Reps1","cluster1"
"6539","Spata2","cluster1"
"6540","Akap10","cluster1"
"6541","Pank4","cluster1"
"6542","Ankib1","cluster1"
"6543","Zbtb6","cluster1"
"6544","Tmem87a","cluster1"
"6545","Fam35a","cluster1"
"6546","Tsc2","cluster1"
"6547","Eftud1","cluster1"
"6548","Mutyh","cluster1"
"6549","Ctso","cluster1"
"6550","Cep76","cluster1"
"6551","Mynn","cluster1"
"6552","Hps4","cluster1"
"6553","1700052K11Rik","cluster1"
"6554","Tsc1","cluster1"
"6555","Ddit4","cluster1"
"6556","Zfp51","cluster1"
"6557","Zfp53","cluster1"
"6558","Il2rg","cluster1"
"6559","Fbxw7","cluster1"
"6560","Gm12191","cluster1"
"6561","Rnf19b","cluster1"
"6562","Ptms","cluster1"
"6563","Fosl2","cluster1"
"6564","Ift172","cluster1"
"6565","Fam54a","cluster1"
"6566","Taf1a","cluster1"
"6567","Pld3","cluster1"
"6568","Tcta","cluster1"
"6569","Gpr107","cluster1"
"6570","Crybg3","cluster1"
"6571","Rabgap1","cluster1"
"6572","Elmod2","cluster1"
"6573","2700050L05Rik","cluster1"
"6574","D3Ertd751e","cluster1"
"6575","9630033F20Rik","cluster1"
"6576","Sh2d1b1","cluster1"
"6577","Atrnl1","cluster1"
"6578","Ccdc76","cluster1"
"6579","1110032A03Rik","cluster1"
"6580","Pofut1","cluster1"
"6581","Sel1l","cluster1"
"6582","Gstm4","cluster1"
"6583","Fam98a","cluster1"
"6584","Fastkd2","cluster1"
"6585","Kdelc1","cluster1"
"6586","Glb1","cluster1"
"6587","Cpox","cluster1"
"6588","Pdxk","cluster1"
"6589","Man1a","cluster1"
"6590","Ddt","cluster1"
"6591","Pon3","cluster1"
"6592","Parn","cluster1"
"6593","Cbfa2t3","cluster1"
"6594","Agk","cluster1"
"6595","Dusp12","cluster1"
"6596","Wdr85","cluster1"
"6597","Il12a","cluster1"
"6598","Sec24d","cluster1"
"6599","Tmem119","cluster1"
"6600","Atp5s","cluster1"
"6601","Fem1b","cluster1"
"6602","Nipsnap1","cluster1"
"6603","Ptprs","cluster1"
"6604","Rrp12","cluster1"
"6605","Mmab","cluster1"
"6606","Gm7120","cluster1"
"6607","Armcx2","cluster1"
"6608","Slc39a8","cluster1"
"6609","Ticam2","cluster1"
"6610","Vegfb","cluster1"
"6611","Dpysl2","cluster1"
"6612","Polrmt","cluster1"
"6613","Praf2","cluster1"
"6614","Itfg3","cluster1"
"6615","Ints1","cluster1"
"6616","2900008C10Rik","cluster1"
"6617","Fut4","cluster1"
"6618","Ercc2","cluster1"
"6619","Adck5","cluster1"
"6620","Dhdh","cluster1"
"6621","2610318N02Rik","cluster1"
"6622","Zbed3","cluster1"
"6623","Otos","cluster1"
"6624","Maoa","cluster1"
"6625","Gtpbp10","cluster1"
"6626","Ak4","cluster1"
"6627","Fbxo17","cluster1"
"6628","Mmachc","cluster1"
"6629","C85492","cluster1"
"6630","3110056K07Rik","cluster1"
"6631","Them4","cluster1"
"6632","Hs2st1","cluster1"
"6633","Recql4","cluster1"
"6634","4933407H18Rik","cluster1"
"6635","Hmg20a","cluster1"
"6636","Mafk","cluster1"
"6637","Ankrd26","cluster1"
"6638","Cln8","cluster1"
"6639","Socs7","cluster1"
"6640","Snapc4","cluster1"
"6641","Sbsn","cluster1"
"6642","Baat1","cluster1"
"6643","Shprh","cluster1"
"6644","2310044G17Rik","cluster1"
"6645","Zfp329","cluster1"
"6646","Slc35e3","cluster1"
"6647","Kdm4b","cluster1"
"6648","Lpar6","cluster1"
"6649","Adck1","cluster1"
"6650","Glmn","cluster1"
"6651","Ipo7","cluster1"
"6652","Ypel2","cluster1"
"6653","Slc29a3","cluster1"
"6654","BC064078","cluster1"
"6655","Dpp4","cluster1"
"6656","Ppfia4","cluster1"
"6657","Il6st","cluster1"
"6658","Plekho1","cluster1"
"6659","Cx3cr1","cluster1"
"6660","Plxnb2","cluster1"
"6661","Kctd14","cluster1"
"6662","Ccnd1","cluster1"
"6663","Mfge8","cluster1"
"6664","6330416G13Rik","cluster1"
"6665","Cd2ap","cluster1"
"6666","Dtx2","cluster1"
"6667","Tmem86a","cluster1"
"6668","Ms4a4c","cluster1"
"6669","Ctu1","cluster1"
"6670","Bcl3","cluster1"
"6671","Dusp22","cluster1"
"6672","P2rx7","cluster1"
"6673","Tnfaip3","cluster1"
"6674","Chml","cluster1"
"6675","Mllt1","cluster1"
"6676","Vprbp","cluster1"
"6677","Ercc6","cluster1"
"6678","Kctd3","cluster1"
"6679","Urb2","cluster1"
"6680","Iffo1","cluster1"
"6681","Fastkd5","cluster1"
"6682","Zscan12","cluster1"
"6683","Smox","cluster1"
"6684","Setd6","cluster1"
"6685","Aldh7a1","cluster1"
"6686","Clybl","cluster1"
"6687","Metap1d","cluster1"
"6688","Nsun4","cluster1"
"6689","St6galnac6","cluster1"
"6690","Ctnnd1","cluster1"
"6691","Gemin8","cluster1"
"6692","4930503L19Rik","cluster1"
"6693","Zkscan1","cluster1"
"6694","Ccdc137","cluster1"
"6695","Pank1","cluster1"
"6696","2700023E23Rik","cluster1"
"6697","A230050P20Rik","cluster1"
"6698","1810044D09Rik","cluster1"
"6699","Fam78a","cluster1"
"6700","Tal1","cluster1"
"6701","2010204K13Rik","cluster1"
"6702","Sox12","cluster1"
"6703","Setd4","cluster1"
"6704","Ctla2b","cluster1"
"6705","Slc25a33","cluster1"
"6706","Alkbh2","cluster1"
"6707","Txnrd3","cluster1"
"6708","Itga5","cluster1"
"6709","Fahd1","cluster1"
"6710","Trip6","cluster1"
"6711","Tmem150b","cluster1"
"6712","D130020L05Rik","cluster1"
"6713","Lrrc1","cluster1"
"6714","Rgs12","cluster1"
"6715","Lrig2","cluster1"
"6716","Solh","cluster1"
"6717","Zbtb9","cluster1"
"6718","Wdr90","cluster1"
"6719","Gm5141","cluster1"
"6720","4921531C22Rik","cluster1"
"6721","Spopl","cluster1"
"6722","Zc3h3","cluster1"
"6723","Eng","cluster1"
"6724","Ipo4","cluster1"
"6725","C230081A13Rik","cluster1"
"6726","Ercc5","cluster1"
"6727","Hist4h4","cluster1"
"6728","H2-Oa","cluster1"
"6729","Nkrf","cluster1"
"6730","Kif17","cluster1"
"6731","1700026L06Rik","cluster1"
"6732","Mnda","cluster1"
"6733","1700012B09Rik","cluster1"
"6734","Ccbl2","cluster1"
"6735","Zfp385a","cluster1"
"6736","Snx7","cluster1"
"6737","Mboat1","cluster1"
"6738","Ccdc109b","cluster1"
"6739","Rnase6","cluster1"
"6740","Fcgrt","cluster1"
"6741","Ptpro","cluster1"
"6742","Fn1","cluster1"
"6743","Cd302","cluster1"
"6744","Apba1","cluster1"
"6745","Phlpp2","cluster1"
"6746","Tctex1d1","cluster1"
"6747","Mtap7d3","cluster1"
"6748","Stxbp6","cluster1"
"6749","Clec10a","cluster1"
"6750","Ms4a4b","cluster1"
"6751","Hspa1a","cluster1"
"6752","Tmem178","cluster1"
"6753","2610015P09Rik","cluster1"
"6754","Ears2","cluster1"
"6755","Endod1","cluster1"
"6756","Smo","cluster1"
"6757","Chst14","cluster1"
"6758","Tpst1","cluster1"
"6759","Lysmd2","cluster1"
"6760","Tasp1","cluster1"
"6761","Rundc1","cluster1"
"6762","Ift140","cluster1"
"6763","4930503E24Rik","cluster1"
"6764","Pgpep1","cluster1"
"6765","Slc7a5","cluster1"
"6766","Gab2","cluster1"
"6767","1300002E11Rik","cluster1"
"6768","Qtrtd1","cluster1"
"6769","Tgif2","cluster1"
"6770","C130036L24Rik","cluster1"
"6771","Ube2cbp","cluster1"
"6772","Xpo4","cluster1"
"6773","Gm15706","cluster1"
"6774","Nme7","cluster1"
"6775","Pigh","cluster1"
"6776","Akap1","cluster1"
"6777","Itga6","cluster1"
"6778","Bsn","cluster1"
"6779","Rpusd2","cluster1"
"6780","1600027N09Rik","cluster1"
"6781","Gm16062","cluster1"
"6782","Siae","cluster1"
"6783","Osbpl1a","cluster1"
"6784","Ccdc14","cluster1"
"6785","Alms1","cluster1"
"6786","Emr1","cluster1"
"6787","Tmtc4","cluster1"
"6788","Trps1","cluster1"
"6789","0610040J01Rik","cluster1"
"6790","Heatr2","cluster1"
"6791","Drosha","cluster1"
"6792","Zfp318","cluster1"
"6793","Ift88","cluster1"
"6794","Layn","cluster1"
"6795","Usp30","cluster1"
"6796","Taco1","cluster1"
"6797","Tgfbr1","cluster1"
"6798","Plxnd1","cluster1"
"6799","Clic4","cluster1"
"6800","Gns","cluster1"
"6801","Itgb3","cluster1"
"6802","Xpr1","cluster1"
"6803","Slc4a2","cluster1"
"6804","Slc39a13","cluster1"
"6805","Nat6","cluster1"
"6806","Cd68","cluster1"
"6807","Tmem65","cluster1"
"6808","Rcan1","cluster1"
"6809","Adcy3","cluster1"
"6810","Scarf1","cluster1"
"6811","Clu","cluster1"
"6812","Mitf","cluster1"
"6813","Zfp938","cluster1"
"6814","Tmcc2","cluster1"
"6815","Zfp764","cluster1"
"6816","Zswim1","cluster1"
"6817","Fam73b","cluster1"
"6818","Arl15","cluster1"
"6819","Mef2d","cluster1"
"6820","Tbxas1","cluster1"
"6821","Gp9","cluster1"
"6822","Pigw","cluster1"
"6823","Fam120c","cluster1"
"6824","Ttbk2","cluster1"
"6825","Zfp934","cluster1"
"6826","Fancc","cluster1"
"6827","Mir17hg","cluster1"
"6828","2010001M09Rik","cluster1"
"6829","Igj","cluster1"
"6830","Ccl5","cluster1"
"6831","Klhl7","cluster1"
"6832","Tgfbr2","cluster1"
"6833","Itgav","cluster1"
"6834","Raph1","cluster1"
"6835","Tubb6","cluster1"
"6836","Ank","cluster1"
"6837","Acp5","cluster1"
"6838","Mt2","cluster1"
"6839","Cox6a2","cluster1"
"6840","Rg9mtd2","cluster1"
"6841","Fkbp7","cluster1"
"6842","BC049762","cluster1"
"6843","Amot","cluster1"
"6844","Ubtd2","cluster1"
"6845","S1pr3","cluster1"
"6846","Ptrh1","cluster1"
"6847","Rcn3","cluster1"
"6848","Gm10778","cluster1"
"6849","Elovl6","cluster1"
"6850","Gpsm1","cluster1"
"6851","Wdr62","cluster1"
"6852","Bag3","cluster1"
"6853","Psma8","cluster1"
"6854","Nphp1","cluster1"
"6855","Gbp2","cluster1"
"6856","Fkbp9","cluster1"
"6857","Ociad2","cluster1"
"6858","Cenpv","cluster1"
"6859","Flywch2","cluster1"
"6860","St3gal3","cluster1"
"6861","Armcx6","cluster1"
"6862","Zfp40","cluster1"
"6863","Pars2","cluster1"
"6864","Isg20","cluster1"
"6865","Tubgcp6","cluster1"
"6866","Dna2","cluster1"
"6867","Gm13251","cluster1"
"6868","Fntb","cluster1"
"6869","2210404O07Rik","cluster1"
"6870","Mob1b","cluster1"
"6871","Unc119b","cluster1"
"6872","Zbtb48","cluster1"
"6873","Pik3r4","cluster1"
"6874","Zfp553","cluster1"
"6875","Atp10a","cluster1"
"6876","Sec61a2","cluster1"
"6877","Maml3","cluster1"
"6878","2210404J11Rik","cluster1"
"6879","2310047B19Rik","cluster1"
"6880","Ubox5","cluster1"
"6881","9430015G10Rik","cluster1"
"6882","Alg12","cluster1"
"6883","Gga3","cluster1"
"6884","Zfp160","cluster1"
"6885","Plekhb2","cluster1"
"6886","Mansc1","cluster1"
"6887","2310034G01Rik","cluster1"
"6888","2310003H01Rik","cluster1"
"6889","Ubxn11","cluster1"
"6890","Zfp689","cluster1"
"6891","Slc39a1","cluster1"
"6892","Spry2","cluster1"
"6893","Rdh13","cluster1"
"6894","Zfp839","cluster1"
"6895","Exd2","cluster1"
"6896","Zfp213","cluster1"
"6897","Gpr171","cluster1"
"6898","Egfl7","cluster1"
"6899","Arl6","cluster1"
"6900","Ifitm1","cluster1"
"6901","Klk8","cluster1"
"6902","Prr5","cluster1"
"6903","Tbc1d4","cluster1"
"6904","Prdm5","cluster1"
"6905","Cxxc5","cluster1"
"6906","Car2","cluster1"
"6907","Gpr56","cluster1"
"6908","Muc13","cluster1"
"6909","Ikzf2","cluster1"
"6910","Sdsl","cluster1"
"6911","Fyn","cluster1"
"6912","Galnt6","cluster1"
"6913","Msi2","cluster1"
"6914","Wdr60","cluster1"
"6915","Ift74","cluster1"
"6916","Aff3","cluster1"
"6917","Zfp820","cluster1"
"6918","Chd3","cluster1"
"6919","Oaf","cluster1"
"6920","Pter","cluster1"
"6921","I730030J21Rik","cluster1"
"6922","Hoxa7","cluster1"
"6923","Fam174b","cluster1"
"6924","Immp2l","cluster1"
"6925","Flywch1","cluster1"
"6926","Acot2","cluster1"
"6927","Appl2","cluster1"
"6928","Sfi1","cluster1"
"6929","Ccdc122","cluster1"
"6930","Csad","cluster1"
"6931","Acn9","cluster1"
"6932","Kifap3","cluster1"
"6933","Dnajb2","cluster1"
"6934","Tbc1d19","cluster1"
"6935","1110051M20Rik","cluster1"
"6936","4930520O04Rik","cluster1"
"6937","Tdrkh","cluster1"
"6938","Sgsm2","cluster1"
"6939","Myl6b","cluster1"
"6940","4930414L22Rik","cluster1"
"6941","Ccdc134","cluster1"
"6942","Mars2","cluster1"
"6943","Nutf2","cluster1"
"6944","Macrod2","cluster1"
"6945","Usp31","cluster1"
"6946","Anxa9","cluster1"
"6947","Zfp111","cluster1"
"6948","Tada2a","cluster1"
"6949","Stard10","cluster1"
"6950","Hsf2","cluster1"
"6951","Xlr4a","cluster1"
"6952","Wdr91","cluster1"
"6953","Phtf2","cluster1"
"6954","A130010J15Rik","cluster1"
"6955","Vezt","cluster1"
"6956","Mapk8ip3","cluster1"
"6957","Zbtb33","cluster1"
"6958","Erc1","cluster1"
"6959","A930013F10Rik","cluster1"
"6960","Sec24a","cluster1"
"6961","Zfp609","cluster1"
"6962","Ccdc57","cluster1"
"6963","C030044B11Rik","cluster1"
"6964","Ick","cluster1"
"6965","Xrcc5","cluster1"
"6966","Xlr4b","cluster1"
"6967","D030028A08Rik","cluster1"
"6968","Acyp2","cluster1"
"6969","Dennd1a","cluster1"
"6970","Kifc5b","cluster1"
"6971","Pomt2","cluster1"
"6972","Mettl21a","cluster1"
"6973","1110008J03Rik","cluster1"
"6974","Capn2","cluster1"
"6975","Zfp12","cluster1"
"6976","Zkscan14","cluster1"
"6977","Pigo","cluster1"
"6978","Zcwpw1","cluster1"
"6979","Fam199x","cluster1"
"6980","Mier2","cluster1"
"6981","Ccl4","cluster1"
"6982","C1qtnf6","cluster1"
"6983","Gm12070","cluster1"
"6984","BC067068","cluster1"
"6985","Ankrd49","cluster1"
"6986","Etv3","cluster1"
"6987","D930016D06Rik","cluster1"
"6988","Ercc8","cluster1"
"6989","Thtpa","cluster1"
"6990","Arsa","cluster1"
"6991","Phc2","cluster1"
"6992","Vars2","cluster1"
"6993","Tbc1d7","cluster1"
"6994","Rapgef1","cluster1"
"6995","Eaf1","cluster1"
"6996","Hsd3b7","cluster1"
"6997","Tns3","cluster1"
"6998","Zfp935","cluster1"
"6999","Pbx4","cluster1"
"7000","2010305A19Rik","cluster1"
"7001","Mdfic","cluster1"
"7002","8430410K20Rik","cluster1"
"7003","Bivm","cluster1"
"7004","Prepl","cluster1"
"7005","Siah1b","cluster1"
"7006","St14","cluster1"
"7007","Hacl1","cluster1"
"7008","Nav2","cluster1"
"7009","Mob3b","cluster1"
"7010","Fam122b","cluster1"
"7011","Ankrd24","cluster1"
"7012","Zfp187","cluster1"
"7013","Gm4890","cluster1"
"7014","Fto","cluster1"
"7015","Mettl15","cluster1"
"7016","Zbtb41","cluster1"
"7017","Slc25a22","cluster1"
"7018","Extl3","cluster1"
"7019","Dopey1","cluster1"
"7020","Gm20199","cluster1"
"7021","Srp54b","cluster1"
"7022","Dand5","cluster1"
"7023","Stx3","cluster1"
"7024","Pick1","cluster1"
"7025","AI480653","cluster1"
"7026","Dusp7","cluster1"
"7027","Gemin4","cluster1"
"7028","Tmem41a","cluster1"
"7029","Enox","cluster1"
"7030","Sos1","cluster1"
"7031","Cblb","cluster1"
"7032","Cyp4f16","cluster1"
"7033","Pi4k2a","cluster1"
"7034","Adamts10","cluster1"
"7035","Lzts2","cluster1"
"7036","Zmynd19","cluster1"
"7037","A630089N07Rik","cluster1"
"7038","Dus4l","cluster1"
"7039","2610301B20Rik","cluster1"
"7040","Tspyl2","cluster1"
"7041","BC051226","cluster1"
"7042","9030625A04Rik","cluster1"
"7043","Plod1","cluster1"
"7044","Aldh6a1","cluster1"
"7045","Trip10","cluster1"
"7046","Gcap14","cluster1"
"7047","Creb3l2","cluster1"
"7048","Dennd5b","cluster1"
"7049","Lpar2","cluster1"
"7050","Eno3","cluster1"
"7051","Cercam","cluster1"
"7052","Sdc2","cluster1"
"7053","Oosp1","cluster1"
"7054","Gm14085","cluster1"
"7055","Urb1","cluster1"
"7056","1700012D01Rik","cluster1"
"7057","Usp36","cluster1"
"7058","Snx16","cluster1"
"7059","Slc20a2","cluster1"
"7060","Gm14322","cluster1"
"7061","BC057079","cluster1"
"7062","Nbas","cluster1"
"7063","E130311K13Rik","cluster1"
"7064","Limk1","cluster1"
"7065","Krt10","cluster1"
"7066","Alkbh8","cluster1"
"7067","Tfpi","cluster1"
"7068","Fpgs","cluster1"
"7069","Crtap","cluster1"
"7070","Trub1","cluster1"
"7071","E130012A19Rik","cluster1"
"7072","Gdf3","cluster1"
"7073","Pcp4l1","cluster1"
"7074","Cyp4v3","cluster1"
"7075","Sars2","cluster1"
"7076","Ipo11","cluster1"
"7077","Lgals3bp","cluster1"
"7078","Myef2","cluster1"
"7079","Nmnat3","cluster1"
"7080","Telo2","cluster1"
"7081","Zfp955b","cluster1"
"7082","Harbi1","cluster1"
"7083","Gnb1l","cluster1"
"7084","Hmgxb3","cluster1"
"7085","Ttll12","cluster1"
"7086","A030009H04Rik","cluster1"
"7087","1700007L15Rik","cluster1"
"7088","Lepre1","cluster1"
"7089","Fam185a","cluster1"
"7090","Clec11a","cluster1"
"7091","Bcas1","cluster1"
"7092","Pla2g6","cluster1"
"7093","Mgat5","cluster1"
"7094","Shq1","cluster1"
"7095","Fbxl19","cluster1"
"7096","Dhcr7","cluster1"
"7097","Ndor1","cluster1"
"7098","Sema6b","cluster1"
"7099","Rpp38","cluster1"
"7100","Ppargc1b","cluster1"
"7101","Map3k10","cluster1"
"7102","1700106N22Rik","cluster1"
"7103","Spice1","cluster1"
"7104","E130317F20Rik","cluster1"
"7105","Gtf3c3","cluster1"
"7106","Mmp19","cluster1"
"7107","Abl2","cluster1"
"7108","Dyrk3","cluster1"
"7109","Zfp428","cluster1"
"7110","Spata6","cluster1"
"7111","Pkn3","cluster1"
"7112","Nlrp1a","cluster1"
"7113","Scpep1","cluster1"
"7114","Slc35e4","cluster1"
"7115","Afap1l1","cluster1"
"7116","Irak1bp1","cluster1"
"7117","Zc3hav1l","cluster1"
"7118","Neurl2","cluster1"
"7119","Gspt2","cluster1"
"7120","Zfp780b","cluster1"
"7121","Lgmn","cluster1"
"7122","Tmem181a","cluster1"
"7123","Nav1","cluster1"
"7124","Slc24a5","cluster1"
"7125","Hoxa9","cluster1"
"7126","H1fx","cluster1"
"7127","Bahcc1","cluster1"
"7128","Gcat","cluster1"
"7129","AI504432","cluster1"
"7130","D730005E14Rik","cluster1"
"7131","Qrsl1","cluster1"
"7132","Tsc22d1","cluster1"
"7133","5730469M10Rik","cluster1"
"7134","Mink1","cluster1"
"7135","Bod1","cluster1"
"7136","Cds1","cluster1"
"7137","Slc39a10","cluster1"
"7138","Cnn3","cluster1"
"7139","Flt3","cluster1"
"7140","Jmy","cluster1"
"7141","Atf5","cluster1"
"7142","Cnksr3","cluster1"
"7143","Mmp28","cluster1"
"7144","Trmt5","cluster1"
"7145","Pemt","cluster1"
"7146","Igtp","cluster1"
"7147","BC033916","cluster1"
"7148","Crtc1","cluster1"
"7149","Tex9","cluster1"
"7150","Cxcl10","cluster1"
"7151","Car3","cluster1"
"7152","Dnajc6","cluster1"
"7153","Gm13212","cluster1"
"7154","Laptm4b","cluster1"
"7155","Zfp182","cluster1"
"7156","Arsk","cluster1"
"7157","Inf2","cluster1"
"7158","Asb13","cluster1"
"7159","Zfp945","cluster1"
"7160","Cd72","cluster1"
"7161","Anxa4","cluster1"
"7162","Zfp184","cluster1"
"7163","Kif3a","cluster1"
"7164","Meis1","cluster1"
"7165","Serpina3g","cluster1"
"7166","Ctla2a","cluster1"
"7167","Angpt1","cluster1"
"7168","Pf4","cluster1"
"7169","Gata2","cluster1"
"7170","Emid1","cluster1"
"7171","Gm12250","cluster1"
"7172","Fastkd1","cluster1"
"7173","Acsf2","cluster1"
"7174","Hook1","cluster1"
"7175","Trp53bp1","cluster1"
"7176","Vmac","cluster1"
"7177","Fbxo36","cluster1"
"7178","Ryr1","cluster1"
"7179","Gstt3","cluster1"
"7180","Tmc4","cluster1"
"7181","Gm16845","cluster1"
"7182","Clstn3","cluster1"
"7183","9930014A18Rik","cluster1"
"7184","Sh3d19","cluster1"
"7185","Dock9","cluster1"
"7186","Thumpd2","cluster1"
"7187","Cited4","cluster1"
"7188","Zfp317","cluster1"
"7189","Mfsd3","cluster1"
"7190","Fbf1","cluster1"
"7191","Nfatc1","cluster1"
"7192","Map4k4","cluster1"
"7193","Npc1","cluster1"
"7194","Hs1bp3","cluster1"
"7195","1810014F10Rik","cluster1"
"7196","Stk11ip","cluster1"
"7197","6720489N17Rik","cluster1"
"7198","1300010F03Rik","cluster1"
"7199","Gm17745","cluster1"
"7200","Rpgr","cluster1"
"7201","Armc5","cluster1"
"7202","Brms1l","cluster1"
"7203","Hist1h4c","cluster1"
"7204","Nubpl","cluster1"
"7205","Tlcd2","cluster1"
"7206","Creld1","cluster1"
"7207","Rpap1","cluster1"
"7208","Gm14420","cluster1"
"7209","3110001I22Rik","cluster1"
"7210","BC053749","cluster1"
"7211","Glrp1","cluster1"
"7212","Trio","cluster1"
"7213","Ddx59","cluster1"
"7214","Agxt2l2","cluster1"
"7215","2310079F23Rik","cluster1"
"7216","Cyp20a1","cluster1"
"7217","C430048L16Rik","cluster1"
"7218","Abcb6","cluster1"
"7219","Rcbtb1","cluster1"
"7220","9430069I07Rik","cluster1"
"7221","Plekha1","cluster1"
"7222","Dpp7","cluster1"
"7223","Spsb4","cluster1"
"7224","Fam26f","cluster1"
"7225","4632415L05Rik","cluster1"
"7226","Tmem177","cluster1"
"7227","Lclat1","cluster1"
"7228","Tpm1","cluster1"
"7229","Dem1","cluster1"
"7230","Rapgef3","cluster1"
"7231","Idua","cluster1"
"7232","Mrm1","cluster1"
"7233","Zfp770","cluster1"
"7234","Iqcb1","cluster1"
"7235","L3mbtl3","cluster1"
"7236","Xrcc3","cluster1"
"7237","Rhebl1","cluster1"
"7238","Tmem194","cluster1"
"7239","Dock1","cluster1"
"7240","Slc5a6","cluster1"
"7241","H2-T10","cluster1"
"7242","Homer3","cluster1"
"7243","Abcb1b","cluster1"
"7244","Sgcb","cluster1"
"7245","Nr2f6","cluster1"
"7246","Ybey","cluster1"
"7247","6330409N04Rik","cluster1"
"7248","E130308A19Rik","cluster1"
"7249","Gba","cluster1"
"7250","Wdr92","cluster1"
"7251","Ipo8","cluster1"
"7252","Sec22a","cluster1"
"7253","Tacc2","cluster1"
"7254","Zfp692","cluster1"
