"","GeneID","Cluster"
"1932","D17Wsu104e","cluster3"
"1933","Lman1","cluster3"
"1934","Mir703","cluster3"
"1935","Phpt1","cluster3"
"1936","Cebpa","cluster3"
"1937","1500011K16Rik","cluster3"
"1938","Pabpc4","cluster3"
"1939","Ndufa10","cluster3"
"1940","Bloc1s2","cluster3"
"1941","Lrrc33","cluster3"
"1942","Eif2s3x","cluster3"
"1943","Mrpl11","cluster3"
"1944","Sod1","cluster3"
"1945","Rcc2","cluster3"
"1946","Bst2","cluster3"
"1947","Cd48","cluster3"
"1948","Lgals1","cluster3"
"1949","BC035044","cluster3"
"1950","Slc25a4","cluster3"
"1951","1110038B12Rik","cluster3"
"1952","Atic","cluster3"
"1953","Ccl9","cluster3"
"1954","Srpk1","cluster3"
"1955","BC003965","cluster3"
"1956","Pigt","cluster3"
"1957","Cox4nb","cluster3"
"1958","Snx2","cluster3"
"1959","Drap1","cluster3"
"1960","Zfp106","cluster3"
"1961","Dhx9","cluster3"
"1962","Ddx24","cluster3"
"1963","Itpa","cluster3"
"1964","Huwe1","cluster3"
"1965","Igbp1","cluster3"
"1966","Commd7","cluster3"
"1967","Timm17a","cluster3"
"1968","Wbp5","cluster3"
"1969","Cmc1","cluster3"
"1970","Eml4","cluster3"
"1971","Gfer","cluster3"
"1972","Mrpl2","cluster3"
"1973","Xrn2","cluster3"
"1974","Gusb","cluster3"
"1975","Oxct1","cluster3"
"1976","Mrpl4","cluster3"
"1977","Wdr61","cluster3"
"1978","Dohh","cluster3"
"1979","Smarcc1","cluster3"
"1980","Fubp1","cluster3"
"1981","2810422J05Rik","cluster3"
"1982","Tsfm","cluster3"
"1983","Srp68","cluster3"
"1984","Acads","cluster3"
"1985","C80913","cluster3"
"1986","1500012F01Rik","cluster3"
"1987","Snhg1","cluster3"
"1988","Snhg3","cluster3"
"1989","Pdrg1","cluster3"
"1990","D19Bwg1357e","cluster3"
"1991","Ruvbl1","cluster3"
"1992","Kcnq1ot1","cluster3"
"1993","Vkorc1","cluster3"
"1994","Plod3","cluster3"
"1995","Lrpap1","cluster3"
"1996","Ppie","cluster3"
"1997","Tmem111","cluster3"
"1998","Blmh","cluster3"
"1999","2810002N01Rik","cluster3"
"2000","Fcf1","cluster3"
"2001","Rpf1","cluster3"
"2002","Mrpl27","cluster3"
"2003","Plscr3","cluster3"
"2004","Eci1","cluster3"
"2005","Hint2","cluster3"
"2006","Ddx41","cluster3"
"2007","Chchd7","cluster3"
"2008","Gps1","cluster3"
"2009","Isyna1","cluster3"
"2010","Mtx2","cluster3"
"2011","Rnaseh2a","cluster3"
"2012","Guk1","cluster3"
"2013","Tmem205","cluster3"
"2014","2900097C17Rik","cluster3"
"2015","Sept2","cluster3"
"2016","Mrps9","cluster3"
"2017","Sec61a1","cluster3"
"2018","Ufsp2","cluster3"
"2019","Pdcd2","cluster3"
"2020","Xpnpep1","cluster3"
"2021","Bckdha","cluster3"
"2022","Ube2v2","cluster3"
"2023","Cyb5b","cluster3"
"2024","Foxp1","cluster3"
"2025","Crip1","cluster3"
"2026","Sepw1","cluster3"
"2027","Qars","cluster3"
"2028","Apobec3","cluster3"
"2029","B230208H17Rik","cluster3"
"2030","Nubp2","cluster3"
"2031","Mrpl35","cluster3"
"2032","Agpat5","cluster3"
"2033","Sf3a3","cluster3"
"2034","Timm50","cluster3"
"2035","Exosc6","cluster3"
"2036","Exosc1","cluster3"
"2037","Coq2","cluster3"
"2038","Atp1a1","cluster3"
"2039","Ptpla","cluster3"
"2040","Abce1","cluster3"
"2041","Rad50","cluster3"
"2042","Polr2d","cluster3"
"2043","Psmg3","cluster3"
"2044","Slc35b2","cluster3"
"2045","Slc39a7","cluster3"
"2046","Txndc15","cluster3"
"2047","Hars","cluster3"
"2048","Isy1","cluster3"
"2049","Cdc16","cluster3"
"2050","Nudt1","cluster3"
"2051","Psmg2","cluster3"
"2052","Med9","cluster3"
"2053","Dlat","cluster3"
"2054","Tsnax","cluster3"
"2055","Gorasp2","cluster3"
"2056","Stt3a","cluster3"
"2057","E2f4","cluster3"
"2058","Frat2","cluster3"
"2059","Mcfd2","cluster3"
"2060","Bri3bp","cluster3"
"2061","Bin1","cluster3"
"2062","Zfp422","cluster3"
"2063","Kcnk12","cluster3"
"2064","Gtf2f2","cluster3"
"2065","Ptrh2","cluster3"
"2066","Nus1","cluster3"
"2067","Oat","cluster3"
"2068","Mrto4","cluster3"
"2069","Polr2h","cluster3"
"2070","Rae1","cluster3"
"2071","Ddx21","cluster3"
"2072","Gtpbp4","cluster3"
"2073","Odc1","cluster3"
"2074","Nsun2","cluster3"
"2075","Ppa1","cluster3"
"2076","Csda","cluster3"
"2077","Apex1","cluster3"
"2078","Bzw2","cluster3"
"2079","Dkc1","cluster3"
"2080","Gnl3","cluster3"
"2081","Galk1","cluster3"
"2082","Ddx18","cluster3"
"2083","Nolc1","cluster3"
"2084","Chchd4","cluster3"
"2085","Eif1a","cluster3"
"2086","Eprs","cluster3"
"2087","Bcap29","cluster3"
"2088","Hadh","cluster3"
"2089","Pdcd4","cluster3"
"2090","Pdia4","cluster3"
"2091","Nudt19","cluster3"
"2092","Bola1","cluster3"
"2093","Rrs1","cluster3"
"2094","Eef1e1","cluster3"
"2095","Rrp15","cluster3"
"2096","Mki67ip","cluster3"
"2097","Zfp330","cluster3"
"2098","Farsa","cluster3"
"2099","Nip7","cluster3"
"2100","Mesdc2","cluster3"
"2101","Utp18","cluster3"
"2102","Ddx54","cluster3"
"2103","Rpl34-ps1","cluster3"
"2104","Slc35b1","cluster3"
"2105","Mrps11","cluster3"
"2106","2610027L16Rik","cluster3"
"2107","Fam46a","cluster3"
"2108","0610009B22Rik","cluster3"
"2109","Mrpl49","cluster3"
"2110","Tor2a","cluster3"
"2111","Dusp11","cluster3"
"2112","Arl11","cluster3"
"2113","Vrk3","cluster3"
"2114","Wash","cluster3"
"2115","Ubqln1","cluster3"
"2116","Gde1","cluster3"
"2117","Sgk3","cluster3"
"2118","Nme3","cluster3"
"2119","Egln2","cluster3"
"2120","Tbc1d15","cluster3"
"2121","Acd","cluster3"
"2122","Cobra1","cluster3"
"2123","Grsf1","cluster3"
"2124","Itgb1bp1","cluster3"
"2125","Znrf1","cluster3"
"2126","Tacc1","cluster3"
"2127","Tap2","cluster3"
"2128","Ccdc53","cluster3"
"2129","2010003O02Rik","cluster3"
"2130","Atxn2l","cluster3"
"2131","Cr1l","cluster3"
"2132","Mpnd","cluster3"
"2133","Eapp","cluster3"
"2134","Rnf20","cluster3"
"2135","Tm2d1","cluster3"
"2136","Sqstm1","cluster3"
"2137","Arhgap15","cluster3"
"2138","Fuca1","cluster3"
"2139","Sell","cluster3"
"2140","Selplg","cluster3"
"2141","Emb","cluster3"
"2142","Glipr1","cluster3"
"2143","Yipf4","cluster3"
"2144","Vamp3","cluster3"
"2145","Dnm2","cluster3"
"2146","Pdcl3","cluster3"
"2147","Actr10","cluster3"
"2148","Cib1","cluster3"
"2149","2410001C21Rik","cluster3"
"2150","Mll5","cluster3"
"2151","Becn1","cluster3"
"2152","Stx7","cluster3"
"2153","Ube2f","cluster3"
"2154","Taf12","cluster3"
"2155","Tpst2","cluster3"
"2156","Vps26a","cluster3"
"2157","Eif4g3","cluster3"
"2158","Tmem30a","cluster3"
"2159","Ctage5","cluster3"
"2160","Gpbp1","cluster3"
"2161","Bnip2","cluster3"
"2162","Vps35","cluster3"
"2163","Ccdc124","cluster3"
"2164","Tmed7","cluster3"
"2165","Tor1a","cluster3"
"2166","Snrnp27","cluster3"
"2167","Rpp21","cluster3"
"2168","Spnb2","cluster3"
"2169","Tmed5","cluster3"
"2170","Nrd1","cluster3"
"2171","Baz1b","cluster3"
"2172","Utp3","cluster3"
"2173","Rab1","cluster3"
"2174","Pts","cluster3"
"2175","Srgn","cluster3"
"2176","Creg1","cluster3"
"2177","Atp8b4","cluster3"
"2178","Mat2b","cluster3"
"2179","Churc1","cluster3"
"2180","Brd7","cluster3"
"2181","Smarcd2","cluster3"
"2182","Thrap3","cluster3"
"2183","Kdelr1","cluster3"
"2184","Prpf40a","cluster3"
"2185","Rfc2","cluster3"
"2186","Nsmce4a","cluster3"
"2187","Commd3","cluster3"
"2188","Cdca7","cluster3"
"2189","Rbmxl1","cluster3"
"2190","Etf1","cluster3"
"2191","Srsf10","cluster3"
"2192","Scaf11","cluster3"
"2193","Rwdd1","cluster3"
"2194","Wbp11","cluster3"
"2195","Acin1","cluster3"
"2196","Rnh1","cluster3"
"2197","Skp1a","cluster3"
"2198","Snrpb2","cluster3"
"2199","Ptbp1","cluster3"
"2200","Srsf11","cluster3"
"2201","2610101N10Rik","cluster3"
"2202","1110001J03Rik","cluster3"
"2203","Mrps36","cluster3"
"2204","Ube2e1","cluster3"
"2205","Dnajc19","cluster3"
"2206","Snrnp40","cluster3"
"2207","Mdh1","cluster3"
"2208","Ppm1g","cluster3"
"2209","Ndufv1","cluster3"
"2210","Gm15421","cluster3"
"2211","Sfxn1","cluster3"
"2212","Matr3","cluster3"
"2213","Rnps1","cluster3"
"2214","Polr2m","cluster3"
"2215","Dhx15","cluster3"
"2216","Trim27","cluster3"
"2217","Eif4a3","cluster3"
"2218","Maz","cluster3"
"2219","Ppp2r4","cluster3"
"2220","Spn","cluster3"
"2221","Trappc5","cluster3"
"2222","Dpm1","cluster3"
"2223","Mrpl53","cluster3"
"2224","5430437P03Rik","cluster3"
"2225","Puf60","cluster3"
"2226","Srrt","cluster3"
"2227","Mrpl41","cluster3"
"2228","Smarce1","cluster3"
"2229","Elavl1","cluster3"
"2230","Fam165b","cluster3"
"2231","Pin1","cluster3"
"2232","Uba2","cluster3"
"2233","Polr2c","cluster3"
"2234","Psmc6","cluster3"
"2235","Ube2k","cluster3"
"2236","Srp19","cluster3"
"2237","Dars","cluster3"
"2238","Adssl1","cluster3"
"2239","Hexa","cluster3"
"2240","Atp5g3","cluster3"
"2241","Npc2","cluster3"
"2242","Ctsz","cluster3"
"2243","Ctsb","cluster3"
"2244","Kdelr2","cluster3"
"2245","Med21","cluster3"
"2246","M6pr","cluster3"
"2247","B4galnt1","cluster3"
"2248","Dnajb11","cluster3"
"2249","Map2k2","cluster3"
"2250","Clptm1l","cluster3"
"2251","Nxt1","cluster3"
"2252","2900064A13Rik","cluster3"
"2253","Ubl4","cluster3"
"2254","Ict1","cluster3"
"2255","Psmc2","cluster3"
"2256","Ube2v1","cluster3"
"2257","Nap1l4","cluster3"
"2258","Hp1bp3","cluster3"
"2259","Ilf2","cluster3"
"2260","Psmc1","cluster3"
"2261","Rpl7l1","cluster3"
"2262","Psmc4","cluster3"
"2263","Cdc123","cluster3"
"2264","Surf4","cluster3"
"2265","Sar1b","cluster3"
"2266","Tmem165","cluster3"
"2267","Sec13","cluster3"
"2268","Rnpep","cluster3"
"2269","Fam195b","cluster3"
"2270","2510006D16Rik","cluster3"
"2271","Adrm1","cluster3"
"2272","Iscu","cluster3"
"2273","Vbp1","cluster3"
"2274","Ociad1","cluster3"
"2275","Pnn","cluster3"
"2276","Zfp207","cluster3"
"2277","Psmd6","cluster3"
"2278","Slmo2","cluster3"
"2279","Derl1","cluster3"
"2280","Ccz1","cluster3"
"2281","Csde1","cluster3"
"2282","Mrpl43","cluster3"
"2283","Ptpn7","cluster3"
"2284","Mapkapk3","cluster3"
"2285","Hnrnph1","cluster3"
"2286","Paip2","cluster3"
"2287","2410006H16Rik","cluster3"
"2288","Chd4","cluster3"
"2289","Csnk1a1","cluster3"
"2290","Ddx46","cluster3"
"2291","Glod4","cluster3"
"2292","Eif4e2","cluster3"
"2293","Sar1a","cluster3"
"2294","Rbm7","cluster3"
"2295","Ik","cluster3"
"2296","Adss","cluster3"
"2297","Mcts1","cluster3"
"2298","Sf3b4","cluster3"
"2299","Cfdp1","cluster3"
"2300","Ppdpf","cluster3"
"2301","Psmd11","cluster3"
"2302","Glo1","cluster3"
"2303","Acot7","cluster3"
"2304","Mrps34","cluster3"
"2305","Nans","cluster3"
"2306","Ddrgk1","cluster3"
"2307","Mrpl19","cluster3"
"2308","Htra2","cluster3"
"2309","Mrps25","cluster3"
"2310","Adh5","cluster3"
"2311","Pfdn1","cluster3"
"2312","Psmc5","cluster3"
"2313","H13","cluster3"
"2314","Tomm5","cluster3"
"2315","Llph","cluster3"
"2316","Vcp","cluster3"
"2317","Ssr3","cluster3"
"2318","Ufc1","cluster3"
"2319","Cdc26","cluster3"
"2320","Ergic3","cluster3"
"2321","Mrpl34","cluster3"
"2322","Txn2","cluster3"
"2323","Dnajc15","cluster3"
"2324","Bax","cluster3"
"2325","Lman2","cluster3"
"2326","P4hb","cluster3"
"2327","Hspa5","cluster3"
"2328","Manf","cluster3"
"2329","Ssr2","cluster3"
"2330","Ddost","cluster3"
"2331","Calr","cluster3"
"2332","Mpo","cluster3"
"2333","Ctsg","cluster3"
"2334","Eif3g","cluster3"
"2335","Rpn2","cluster3"
"2336","Npm3","cluster3"
"2337","Tmem147","cluster3"
"2338","Rpn1","cluster3"
"2339","Tmem93","cluster3"
"2340","Rsl24d1","cluster3"
"2341","Srp72","cluster3"
"2342","Rrp1","cluster3"
"2343","Ola1","cluster3"
"2344","Rnf187","cluster3"
"2345","Tomm70a","cluster3"
"2346","Trappc6a","cluster3"
"2347","Ift20","cluster3"
"2348","Sdhd","cluster3"
"2349","2310044H10Rik","cluster3"
"2350","Grpel1","cluster3"
"2351","Higd1a","cluster3"
"2352","Sec11a","cluster3"
"2353","Ebna1bp2","cluster3"
"2354","Dnajc2","cluster3"
"2355","Mrpl15","cluster3"
"2356","Aimp1","cluster3"
"2357","Echs1","cluster3"
"2358","Ddx39","cluster3"
"2359","Cnih","cluster3"
"2360","Mtdh","cluster3"
"2361","Lsmd1","cluster3"
"2362","Snrnp70","cluster3"
"2363","Fundc2","cluster3"
"2364","Hmgn5","cluster3"
"2365","Cenpw","cluster3"
"2366","Tm7sf3","cluster3"
"2367","Mtch2","cluster3"
"2368","Mrpl42","cluster3"
"2369","Fkbp3","cluster3"
"2370","Mrpl28","cluster3"
"2371","Srsf1","cluster3"
"2372","Rbbp7","cluster3"
"2373","Sae1","cluster3"
"2374","Naa50","cluster3"
"2375","Exosc8","cluster3"
"2376","Lage3","cluster3"
"2377","Nsa2","cluster3"
"2378","Eif5b","cluster3"
"2379","Akr1a1","cluster3"
"2380","Ly6e","cluster3"
"2381","Prdx1","cluster3"
"2382","Idh3g","cluster3"
"2383","Eif4b","cluster3"
"2384","1810035L17Rik","cluster3"
"2385","Rps15a-ps6","cluster3"
"2386","Mrpl54","cluster3"
"2387","Psma5","cluster3"
"2388","Mrpl23","cluster3"
"2389","Eif3l","cluster3"
"2390","Ndufa12","cluster3"
"2391","Phb2","cluster3"
"2392","Cct8","cluster3"
"2393","G3bp1","cluster3"
"2394","Cacybp","cluster3"
"2395","Nme2","cluster3"
"2396","Nme1","cluster3"
"2397","Impdh2","cluster3"
"2398","Pebp1","cluster3"
"2399","Hspe1","cluster3"
"2400","Mif","cluster3"
"2401","Cdk4","cluster3"
"2402","Polr2f","cluster3"
"2403","Hspd1","cluster3"
"2404","Nhp2","cluster3"
"2405","Pa2g4","cluster3"
"2406","Fkbp4","cluster3"
"2407","Mrpl12","cluster3"
"2408","Eif3b","cluster3"
"2409","Gm9320","cluster3"
"2410","Tmco1","cluster3"
"2411","Hspa4","cluster3"
"2412","Eif3d","cluster3"
"2413","Nt5c","cluster3"
"2414","Rad23b","cluster3"
"2415","Eif4g1","cluster3"
"2416","Ssbp1","cluster3"
"2417","Unc93b1","cluster3"
"2418","Slc35c2","cluster3"
"2419","Bak1","cluster3"
"2420","Wsb1","cluster3"
"2421","Tm2d2","cluster3"
"2422","Unc50","cluster3"
"2423","Tmem43","cluster3"
"2424","BC005624","cluster3"
"2425","Gm1604b","cluster3"
"2426","Dda1","cluster3"
"2427","Nipbl","cluster3"
"2428","Fam108a","cluster3"
"2429","9130011J15Rik","cluster3"
"2430","Rbm38","cluster3"
"2431","Zfp36l2","cluster3"
"2432","Ptp4a2","cluster3"
"2433","Laptm4a","cluster3"
"2434","Csk","cluster3"
"2435","Sept9","cluster3"
"2436","Sin3b","cluster3"
"2437","Dctn2","cluster3"
"2438","Vps4b","cluster3"
"2439","Maea","cluster3"
"2440","Tctex1d2","cluster3"
"2441","Smek2","cluster3"
"2442","2310009A05Rik","cluster3"
"2443","Atp11b","cluster3"
"2444","Glyr1","cluster3"
"2445","Coro1b","cluster3"
"2446","Mpp1","cluster3"
"2447","Mea1","cluster3"
"2448","Orai1","cluster3"
"2449","Sptlc2","cluster3"
"2450","Map2k3","cluster3"
"2451","Commd8","cluster3"
"2452","Rab1b","cluster3"
"2453","Plin2","cluster3"
"2454","1700037H04Rik","cluster3"
"2455","Gsdmd","cluster3"
"2456","Rab32","cluster3"
"2457","Tm9sf2","cluster3"
"2458","Def6","cluster3"
"2459","Stk11","cluster3"
"2460","Lbp","cluster3"
"2461","Trabd","cluster3"
"2462","Cops8","cluster3"
"2463","Morc3","cluster3"
"2464","Rbm42","cluster3"
"2465","Tceb3","cluster3"
"2466","Lamtor3","cluster3"
"2467","Mrpl24","cluster3"
"2468","Hnrnph2","cluster3"
"2469","Psmd14","cluster3"
"2470","Impa1","cluster3"
"2471","BC004004","cluster3"
"2472","Snx17","cluster3"
"2473","Ndufaf3","cluster3"
"2474","Mlx","cluster3"
"2475","Ergic2","cluster3"
"2476","Man2b1","cluster3"
"2477","Vav1","cluster3"
"2478","Acyp1","cluster3"
"2479","Rab44","cluster3"
"2480","Gpr97","cluster3"
"2481","Rilpl2","cluster3"
"2482","Ppp1r11","cluster3"
"2483","Mrpl32","cluster3"
"2484","Vma21","cluster3"
"2485","Rnaset2b","cluster3"
"2486","S100a1","cluster3"
"2487","Slc48a1","cluster3"
"2488","Ccdc115","cluster3"
"2489","Stt3b","cluster3"
"2490","Nucb1","cluster3"
"2491","Ifngr1","cluster3"
"2492","Nkg7","cluster3"
"2493","Prss57","cluster3"
"2494","Gstm1","cluster3"
"2495","Cst7","cluster3"
"2496","Mfsd10","cluster3"
"2497","Tmem208","cluster3"
"2498","Sec22b","cluster3"
"2499","1810043H04Rik","cluster3"
"2500","Drg1","cluster3"
"2501","Mrps12","cluster3"
"2502","Arl6ip4","cluster3"
"2503","Napa","cluster3"
"2504","Apoa1bp","cluster3"
"2505","Comt","cluster3"
"2506","0610007L01Rik","cluster3"
"2507","Hmgb3","cluster3"
"2508","Hspa14","cluster3"
"2509","Pak1","cluster3"
"2510","Chtf8","cluster3"
"2511","Rab18","cluster3"
"2512","Pigyl","cluster3"
"2513","Pde6d","cluster3"
"2514","Trappc1","cluster3"
"2515","Ttc32","cluster3"
"2516","Rab10","cluster3"
"2517","Ppp1r35","cluster3"
"2518","Parvg","cluster3"
"2519","Timm17b","cluster3"
"2520","Acbd6","cluster3"
"2521","Asap1","cluster3"
"2522","Txndc9","cluster3"
"2523","Pigx","cluster3"
"2524","Crlf3","cluster3"
"2525","Usf2","cluster3"
"2526","Me2","cluster3"
"2527","Bckdk","cluster3"
"2528","Fam36a","cluster3"
"2529","Gtf2b","cluster3"
"2530","Faf1","cluster3"
"2531","3200002M19Rik","cluster3"
"2532","Suds3","cluster3"
"2533","Tsg101","cluster3"
"2534","Nr1h2","cluster3"
"2535","Ssbp4","cluster3"
"2536","Ttc35","cluster3"
"2537","Slc39a11","cluster3"
"2538","Vapb","cluster3"
"2539","Wdr5","cluster3"
"2540","Tapbp","cluster3"
"2541","Bod1l","cluster3"
"2542","Rtn4","cluster3"
"2543","Tor1aip1","cluster3"
"2544","Epn1","cluster3"
"2545","Vti1b","cluster3"
"2546","Fam89b","cluster3"
"2547","Tiprl","cluster3"
"2548","Nrbp1","cluster3"
"2549","Snx4","cluster3"
"2550","Med10","cluster3"
"2551","Ubn1","cluster3"
"2552","Pxk","cluster3"
"2553","Lsm1","cluster3"
"2554","Slc24a6","cluster3"
"2555","AI316807","cluster3"
"2556","Tmem219","cluster3"
"2557","Brd3","cluster3"
"2558","Mcmbp","cluster3"
"2559","Pdcd6ip","cluster3"
"2560","2310011J03Rik","cluster3"
"2561","Hectd1","cluster3"
"2562","Smndc1","cluster3"
"2563","Tspan32","cluster3"
"2564","Tbrg1","cluster3"
"2565","Nedd4","cluster3"
"2566","Tmx4","cluster3"
"2567","Agps","cluster3"
"2568","Csgalnact2","cluster3"
"2569","Spint2","cluster3"
"2570","Palm","cluster3"
"2571","Cldn15","cluster3"
"2572","Svip","cluster3"
"2573","1190002H23Rik","cluster3"
"2574","Gatm","cluster3"
"2575","Atp6ap2","cluster3"
"2576","Alas1","cluster3"
"2577","Ptgr1","cluster3"
"2578","Gpc1","cluster3"
"2579","Acpl2","cluster3"
"2580","Elovl5","cluster3"
"2581","Rsbn1","cluster3"
"2582","5730528L13Rik","cluster3"
"2583","2610002J02Rik","cluster3"
"2584","Pppde2","cluster3"
"2585","Pon2","cluster3"
"2586","Mpst","cluster3"
"2587","Micu1","cluster3"
"2588","Btk","cluster3"
"2589","0610037L13Rik","cluster3"
"2590","Ppp6c","cluster3"
"2591","Katna1","cluster3"
"2592","Ube2j1","cluster3"
"2593","Ube2w","cluster3"
"2594","Traf7","cluster3"
"2595","Myo1g","cluster3"
"2596","Kctd20","cluster3"
"2597","Tom1","cluster3"
"2598","Derl2","cluster3"
"2599","Hmox2","cluster3"
"2600","Lcmt1","cluster3"
"2601","Cox19","cluster3"
"2602","AI314976","cluster3"
"2603","Pcgf5","cluster3"
"2604","Oxr1","cluster3"
"2605","Actr1a","cluster3"
"2606","Azi2","cluster3"
"2607","Tmem123","cluster3"
"2608","Mzt1","cluster3"
"2609","Fam134a","cluster3"
"2610","Pank2","cluster3"
"2611","Cbx4","cluster3"
"2612","Acadl","cluster3"
"2613","Vrk1","cluster3"
"2614","Nsmce1","cluster3"
"2615","Rfc1","cluster3"
"2616","Pmf1","cluster3"
"2617","Rrm1","cluster3"
"2618","Srsf4","cluster3"
"2619","3230401D17Rik","cluster3"
"2620","Dnmt1","cluster3"
"2621","Hat1","cluster3"
"2622","Rfc5","cluster3"
"2623","Cbx5","cluster3"
"2624","Orc6","cluster3"
"2625","Rfc4","cluster3"
"2626","Hnrpll","cluster3"
"2627","Slc43a3","cluster3"
"2628","AI413582","cluster3"
"2629","Arl6ip6","cluster3"
"2630","Dnajb1","cluster3"
"2631","Gps2","cluster3"
"2632","1110005A03Rik","cluster3"
"2633","Smap1","cluster3"
"2634","Bad","cluster3"
"2635","Dcp2","cluster3"
"2636","Mllt10","cluster3"
"2637","Rad23a","cluster3"
"2638","Ptp4a3","cluster3"
"2639","Ccdc41","cluster3"
"2640","Pcif1","cluster3"
"2641","Fam192a","cluster3"
"2642","Casp8ap2","cluster3"
"2643","Sgpp1","cluster3"
"2644","Pop7","cluster3"
"2645","Isca1","cluster3"
"2646","1700029F09Rik","cluster3"
"2647","Nsmce2","cluster3"
"2648","Cdc34","cluster3"
"2649","Papd4","cluster3"
"2650","Get4","cluster3"
"2651","Whsc1","cluster3"
"2652","Taf15","cluster3"
"2653","Suz12","cluster3"
"2654","Topbp1","cluster3"
"2655","Eif1ad","cluster3"
"2656","Gpaa1","cluster3"
"2657","Rbbp8","cluster3"
"2658","Golt1b","cluster3"
"2659","Chaf1a","cluster3"
"2660","Tssc4","cluster3"
"2661","Apitd1","cluster3"
"2662","Prim1","cluster3"
"2663","Mcm5","cluster3"
"2664","Mcm6","cluster3"
"2665","Mcm7","cluster3"
"2666","Nasp","cluster3"
"2667","Mcm3","cluster3"
"2668","Mcm2","cluster3"
"2669","Rpa2","cluster3"
"2670","Hells","cluster3"
"2671","Mcm4","cluster3"
"2672","Cdt1","cluster3"
"2673","Rfc3","cluster3"
"2674","Metrn","cluster3"
"2675","Mycbp","cluster3"
"2676","Rpa1","cluster3"
"2677","Fen1","cluster3"
"2678","Fignl1","cluster3"
"2679","Cinp","cluster3"
"2680","Pold3","cluster3"
"2681","Hn1l","cluster3"
"2682","Cdc45","cluster3"
"2683","Cenph","cluster3"
"2684","Rad51ap1","cluster3"
"2685","Rab5a","cluster3"
"2686","Ing2","cluster3"
"2687","2410003K15Rik","cluster3"
"2688","Osbpl8","cluster3"
"2689","Pqbp1","cluster3"
"2690","Obfc2b","cluster3"
"2691","Pdzd11","cluster3"
"2692","Ash1l","cluster3"
"2693","Pnkd","cluster3"
"2694","Fam50a","cluster3"
"2695","Acaa1a","cluster3"
"2696","Akap9","cluster3"
"2697","Ppil4","cluster3"
"2698","Ddx47","cluster3"
"2699","Txlna","cluster3"
"2700","Ddx17","cluster3"
"2701","Nampt","cluster3"
"2702","Asah1","cluster3"
"2703","Poldip3","cluster3"
"2704","Ythdc1","cluster3"
"2705","Usp15","cluster3"
"2706","Csnk1d","cluster3"
"2707","Hiat1","cluster3"
"2708","Mob4","cluster3"
"2709","Pacsin2","cluster3"
"2710","Smad2","cluster3"
"2711","Rdbp","cluster3"
"2712","Atad2","cluster3"
"2713","Rnaseh2b","cluster3"
"2714","Tyms","cluster3"
"2715","Tk1","cluster3"
"2716","Lig1","cluster3"
"2717","Nrm","cluster3"
"2718","Hist1h1b","cluster3"
"2719","Pbk","cluster3"
"2720","Plk4","cluster3"
"2721","Eri1","cluster3"
"2722","Mad2l1","cluster3"
"2723","Cenpq","cluster3"
"2724","E2f8","cluster3"
"2725","Ormdl1","cluster3"
"2726","Fcho2","cluster2"
"2727","Gnaq","cluster2"
"2728","Pqlc3","cluster2"
"2729","Pbx2","cluster2"
"2730","Pkn1","cluster2"
"2731","Vps37c","cluster2"
"2732","Tacstd2","cluster2"
"2733","D930015E06Rik","cluster2"
"2734","Itprip","cluster2"
"2735","Stim2","cluster2"
"2736","Shkbp1","cluster2"
"2737","Osbpl2","cluster2"
"2738","B4galt3","cluster2"
"2739","Rassf2","cluster2"
"2740","Rabif","cluster2"
"2741","Ccdc75","cluster2"
"2742","Nt5dc1","cluster2"
"2743","Trim11","cluster2"
"2744","Wdtc1","cluster2"
"2745","Ralgapa1","cluster2"
"2746","Vps37a","cluster2"
"2747","Tsix","cluster2"
"2748","Setx","cluster2"
"2749","Apc","cluster2"
"2750","Arid5b","cluster2"
"2751","Mboat7","cluster2"
"2752","Vill","cluster2"
"2753","Tmub1","cluster2"
"2754","Agfg1","cluster2"
"2755","Mob3a","cluster2"
"2756","Mtap4","cluster2"
"2757","Midn","cluster2"
"2758","Pdpk1","cluster2"
"2759","Dock2","cluster2"
"2760","Ankrd44","cluster2"
"2761","Tmem50b","cluster2"
"2762","Prkd3","cluster2"
"2763","Prr14","cluster2"
"2764","Stat6","cluster2"
"2765","Rap2c","cluster2"
"2766","Fam53b","cluster2"
"2767","Tmem63a","cluster2"
"2768","Dclre1b","cluster2"
"2769","Ate1","cluster2"
"2770","Dnajc4","cluster2"
"2771","Nqo2","cluster2"
"2772","Ing1","cluster2"
"2773","Arhgap19","cluster2"
"2774","Ckap5","cluster2"
"2775","Kif23","cluster2"
"2776","Ska1","cluster2"
"2777","Prc1","cluster2"
"2778","Sgol2","cluster2"
"2779","Sgol1","cluster2"
"2780","Nuf2","cluster2"
"2781","Aurka","cluster2"
"2782","Ccnb1","cluster2"
"2783","Plk1","cluster2"
"2784","Cdc20","cluster2"
"2785","Cenpe","cluster2"
"2786","Cenpf","cluster2"
"2787","Hmmr","cluster2"
"2788","Kif20b","cluster2"
"2789","Dlgap5","cluster2"
"2790","Kif22","cluster2"
"2791","Ckap2l","cluster2"
"2792","Bub1b","cluster2"
"2793","Depdc1a","cluster2"
"2794","Arhgap11a","cluster2"
"2795","Kif4","cluster2"
"2796","Cul3","cluster2"
"2797","Apaf1","cluster2"
"2798","Taf13","cluster2"
"2799","4933421E11Rik","cluster2"
"2800","Tmem164","cluster2"
